"ZEIT";"RAUMID";"BEZ";"PGR";"BZR";"PLR";"STADTRAUM";"MH_E";"MH_EM";"MH_EW";"MH_U1";"MH_1U6";"MH_6U15";"MH_15U18";"MH_18U25";"MH_25U55";"MH_55U65";"MH_65U80";"MH_80U110";"HK_EU15";"HK_EU27";"HK_Polen";"HK_EheJug";"HK_EheSU";"HK_Turk";"HK_Arab";"HK_Sonst";"HK_NZOrd";"E_A";"E_AM";"E_AW";"E_AU1";"E_A1U6";"E_A6U15";"E_A15U18";"E_A18U25";"E_A25U55";"E_A55U65";"E_A65U80";"E_A80U110";"E_E";"E_EM";"E_EW";"E_U1";"E_1U6";"E_6U15";"E_15U18";"E_18U25";"E_25U55";"E_55U65";"E_65U80";"E_80U110"
201212;12214421;12;21;44;21;2;660;341;319;7;57;84;12;63;326;67;41;3;68;292;169;41;38;104;40;85;60;343;179;164;3;15;24;6;26;221;30;15;3;2456;1213;1243;16;131;160;37;167;1139;303;378;125
201212;12214422;12;21;44;22;2;3713;1962;1751;44;266;556;167;365;1714;340;218;43;200;944;482;402;607;825;317;335;283;1785;970;815;9;41;131;50;194;1100;146;105;9;7522;3794;3728;73;374;703;234;762;3326;765;1053;232
201212;12214423;12;21;44;23;2;1755;867;888;18;132;209;52;169;801;204;149;21;124;482;285;152;306;414;81;159;161;706;343;363;3;17;33;9;80;416;85;57;6;5506;2643;2863;46;211;352;103;460;2034;766;1260;274
201212;12214424;12;21;44;24;2;3858;2002;1856;82;313;474;144;369;1922;338;198;18;286;1117;522;376;247;910;422;478;308;2090;1122;968;18;82;135;63;203;1236;210;131;12;9736;4851;4885;111;464;672;252;936;4481;1191;1303;326
201212;12214527;12;21;45;27;2;1691;825;866;29;101;209;50;129;784;188;174;27;246;541;223;142;108;344;73;285;198;791;393;398;3;6;18;15;68;452;100;111;18;10064;4619;5445;91;297;544;197;666;4016;1335;2109;809
201212;12214528;12;21;45;28;2;68;33;35;0;6;9;0;20;24;3;3;3;9;24;12;0;0;9;0;12;23;18;15;3;0;0;0;0;0;9;3;3;3;205;108;97;0;6;15;6;52;89;16;15;6
201212;12224229;12;22;42;29;2;685;355;330;9;45;126;39;38;272;84;60;12;148;281;95;42;69;39;21;128;105;234;122;112;0;3;12;6;17;127;27;30;12;5972;2932;3040;39;210;499;179;325;2077;957;1411;275
201212;12224230;12;22;42;30;2;1829;838;991;22;134;268;97;118;698;291;171;30;402;750;252;131;80;208;34;362;264;635;279;356;4;24;15;9;46;323;130;72;12;17707;8648;9059;116;653;1463;542;1104;6438;2971;3623;797
201212;12231101;12;23;11;1;2;1711;838;873;16;105;278;116;77;699;222;176;22;410;711;222;92;117;115;34;377;265;645;310;335;0;18;49;15;30;355;78;87;13;16167;7748;8419;94;588;1337;486;907;5630;2535;3699;891
201212;12231102;12;23;11;2;2;1828;843;985;18;132;306;119;72;699;265;181;36;426;746;225;99;121;103;49;395;315;611;263;348;0;0;13;16;38;329;104;93;18;16633;7963;8670;112;663;1585;536;871;5620;2397;3810;1039
201212;12301203;12;30;12;3;2;2595;1426;1169;6;166;292;100;229;1238;327;207;30;262;848;449;193;193;506;197;438;220;1177;665;512;0;34;26;18;124;714;136;107;18;13554;6856;6698;51;436;756;322;1008;5362;1891;2852;876
201212;12301204;12;30;12;4;2;1081;501;580;15;73;163;54;87;528;87;62;12;211;409;149;25;85;151;99;217;95;439;206;233;6;3;12;21;46;272;42;31;6;6180;2931;3249;40;239;496;233;476;2365;812;1209;310
201212;12301205;12;30;12;5;2;703;370;333;9;52;125;37;57;287;66;58;12;130;289;119;21;75;70;41;120;87;245;135;110;0;3;12;6;27;146;27;21;3;4794;2284;2510;31;174;417;121;329;1823;698;908;293
201212;12301206;12;30;12;6;2;595;293;302;3;51;80;34;40;232;80;65;10;108;226;100;38;39;71;26;105;90;209;103;106;0;3;9;0;10;110;30;43;4;4806;2391;2415;21;194;373;156;320;1749;787;1012;194
201212;12302107;12;30;21;7;2;927;456;471;3;51;150;53;80;420;103;64;3;98;209;87;51;57;298;65;122;125;306;152;154;0;6;3;9;27;179;47;35;0;2917;1408;1509;9;81;248;89;233;1063;445;631;118
201212;12302108;12;30;21;8;2;4662;2285;2377;69;461;844;269;375;1879;443;264;58;246;1372;997;308;533;1067;387;645;350;1880;910;970;22;79;171;106;185;1047;149;109;12;13392;6274;7118;117;792;1451;509;959;4514;1614;2718;718
201212;12302109;12;30;21;9;2;4556;2286;2270;80;510;770;240;378;1959;359;223;37;288;1277;795;370;554;1033;440;598;284;2146;1030;1116;16;121;240;74;244;1209;151;81;10;10296;4965;5331;121;755;1168;374;855;3805;1170;1606;442
201212;12302110;12;30;21;10;2;4269;2112;2157;90;447;790;236;426;1765;322;168;25;238;1014;684;255;616;957;490;601;336;1880;919;961;26;108;206;105;237;979;141;75;3;9273;4439;4834;123;625;1177;389;842;3449;1011;1385;272
201212;12302211;12;30;22;11;2;663;328;335;9;22;82;38;68;297;87;54;6;54;190;118;85;52;133;21;92;90;239;109;130;0;0;15;19;21;125;31;25;3;3249;1575;1674;15;71;163;92;264;1172;469;830;173
201212;12302212;12;30;22;12;2;1490;756;734;26;104;237;96;149;587;170;93;28;150;525;330;139;162;237;113;221;93;603;295;308;6;15;35;41;76;320;65;33;12;5217;2562;2655;50;273;581;222;477;1934;567;932;181
201212;12304313;12;30;43;13;2;1035;514;521;31;52;103;28;80;488;105;127;21;177;482;232;138;39;171;22;107;76;522;266;256;3;9;34;3;56;283;49;73;12;6379;3164;3215;64;187;359;132;478;2878;828;1146;307
201212;12304314;12;30;43;14;2;1146;556;590;7;71;106;44;46;547;162;157;6;146;461;247;77;83;168;37;165;155;462;223;239;0;3;7;8;34;259;76;72;3;9547;4404;5143;38;299;544;230;598;3784;1327;2115;612
201212;2010101;2;1;1;1;1;4112;2146;1966;57;281;491;173;573;2073;269;168;27;399;793;241;144;363;972;735;762;343;2204;1163;1041;15;52;76;57;345;1376;144;118;21;6025;3293;2732;63;309;543;191;838;3085;530;385;81
201212;2010102;2;1;1;2;1;8582;4271;4311;123;713;1286;384;929;3894;617;514;122;607;1242;405;396;541;3051;1534;776;1042;3913;1938;1975;6;70;165;97;494;2335;341;333;72;12831;6384;6447;142;792;1380;437;1394;5839;1208;1272;367
201212;2010103;2;1;1;3;1;10327;5261;5066;154;865;1430;483;1068;4859;713;687;68;530;1166;421;354;184;5836;753;741;1293;5162;2690;2472;17;90;247;164;518;3143;436;500;47;15351;7714;7637;179;993;1613;541;1487;7097;1408;1595;438
201212;2010104;2;1;1;4;1;3273;1653;1620;24;305;499;162;351;1506;193;209;24;252;388;68;64;21;1639;434;286;441;1604;800;804;10;30;64;42;175;1006;118;141;18;5031;2476;2555;49;360;565;181;527;2365;463;431;90
201212;2020201;2;2;2;1;1;124;68;56;0;9;21;0;13;62;9;10;0;23;45;22;0;6;22;0;48;3;69;41;28;0;0;0;0;13;43;3;10;0;278;148;130;3;12;27;3;22;171;27;10;3
201212;2020202;2;2;2;2;1;2158;1066;1092;27;146;171;74;246;1174;180;129;11;492;728;141;136;93;441;200;393;167;1312;641;671;6;25;25;18;148;857;117;105;11;5650;2872;2778;55;288;370;140;537;3154;606;420;80
201212;2020203;2;2;2;3;1;3717;1893;1824;45;252;334;110;304;2097;295;250;30;972;1330;235;272;85;710;292;749;279;2180;1139;1041;9;25;45;32;197;1471;190;190;21;10169;5144;5025;111;493;619;189;803;5829;1123;827;175
201212;2020204;2;2;2;4;1;4496;2290;2206;47;246;417;148;424;2562;352;272;28;1139;1584;288;288;168;990;258;915;293;2763;1456;1307;9;30;72;64;300;1850;228;201;9;11894;6050;5844;116;517;772;276;962;7040;1182;841;188
201212;2020205;2;2;2;5;1;5598;2932;2666;38;326;599;152;517;3113;424;397;32;1455;1870;245;233;117;1528;297;1084;469;3367;1747;1620;3;48;99;52;334;2173;296;330;32;14827;7518;7309;129;693;1067;307;1111;8764;1544;1018;194
201212;2020206;2;2;2;6;1;8038;4070;3968;129;538;965;310;725;4366;541;412;52;1786;2590;411;412;162;2131;934;1252;557;4858;2460;2398;24;66;208;116;480;3238;369;323;34;18748;9373;9375;251;1012;1345;430;1403;11037;1782;1175;313
201212;2030301;2;3;3;1;1;5877;3018;2859;66;310;669;229;601;2982;439;530;51;780;1025;94;103;29;3318;224;555;623;3606;1834;1772;8;28;116;93;305;2165;348;492;51;9295;4823;4472;102;432;779;277;863;5226;802;730;84
201212;2030302;2;3;3;2;1;7057;3669;3388;76;454;768;276;648;3763;470;538;64;1216;1579;157;201;96;3309;330;903;639;4325;2293;2032;6;53;115;96;403;2804;364;435;49;13222;6913;6309;138;663;1036;351;1038;7566;1226;1024;180
201212;2030401;2;3;4;1;1;6765;3469;3296;88;396;695;194;609;3832;443;440;68;1610;2173;262;248;96;2250;356;1158;484;4304;2216;2088;24;48;130;84;389;2912;334;339;44;14933;7651;7282;162;727;941;286;1103;9301;1285;916;212
201212;2030402;2;3;4;2;1;5461;2768;2693;51;293;484;167;519;3143;374;409;21;1346;1811;241;132;94;2077;117;811;419;3734;1873;1861;0;41;85;81;363;2459;309;381;15;11312;5834;5478;107;541;733;214;883;7162;918;691;63
201212;2040501;2;4;5;1;1;1076;521;555;15;121;138;33;94;512;63;76;24;111;271;40;45;176;18;92;443;31;562;256;306;3;15;30;18;60;384;34;12;6;5324;2518;2806;33;212;291;87;307;1905;656;1358;475
201212;2040502;2;4;5;2;1;1397;687;710;28;118;159;37;138;757;76;69;15;235;452;104;62;185;40;58;543;57;807;420;387;12;19;43;7;96;566;37;24;3;6834;3269;3565;76;282;313;81;625;3472;586;982;417
201212;2040503;2;4;5;3;1;1858;976;882;30;133;150;42;227;1145;74;44;13;602;891;154;79;130;72;52;559;75;1191;606;585;3;19;37;18;162;901;44;7;0;10271;5166;5105;149;498;436;116;890;6213;629;850;490
201212;2040701;2;4;7;1;1;3567;1815;1752;42;254;361;69;561;1907;179;156;38;422;888;197;284;588;218;195;1278;116;2306;1188;1118;6;56;88;24;449;1521;109;46;7;12236;5861;6375;81;473;596;150;1298;5487;1123;2114;914
201212;2040702;2;4;7;2;1;1852;950;902;31;136;140;39;180;1190;58;61;17;652;945;133;27;162;76;28;564;50;1148;587;561;4;25;42;19;127;868;37;23;3;10433;5330;5103;122;464;495;110;845;6384;690;1031;292
201212;2040703;2;4;7;3;1;299;168;131;0;21;36;3;45;181;13;0;0;48;131;47;18;16;33;9;86;6;222;124;98;0;9;12;3;39;153;6;0;0;591;325;266;0;31;46;9;102;348;40;12;3
201212;2050601;2;5;6;1;1;1739;875;864;25;100;112;22;262;1140;49;22;7;624;853;124;68;103;50;50;573;42;1235;621;614;6;27;31;10;187;915;43;16;0;8580;4523;4057;100;366;322;62;957;5855;419;395;104
201212;2050602;2;5;6;2;1;3864;1978;1886;51;265;314;70;442;2493;147;65;17;1418;1969;284;146;380;107;109;1041;112;2605;1349;1256;6;25;59;37;354;1981;98;35;10;18718;9637;9081;234;1019;1075;208;1650;12657;979;624;272
201212;2050801;2;5;8;1;1;4270;2158;2112;62;304;331;72;478;2814;145;58;6;1414;1915;255;274;322;117;104;1409;129;2892;1479;1413;3;65;75;34;364;2223;98;24;6;18227;9402;8825;215;954;913;178;1780;12458;882;657;190
201212;2050802;2;5;8;2;1;4118;2201;1917;55;203;216;45;458;2982;108;51;0;1840;2445;321;107;250;110;81;1018;107;3008;1608;1400;15;21;37;13;376;2435;78;33;0;19152;9984;9168;259;920;809;173;1657;13961;661;568;144
201212;2050803;2;5;8;3;1;1308;703;605;12;85;73;16;214;834;44;30;0;454;687;105;51;103;78;49;281;59;902;482;420;3;7;19;6;168;662;25;12;0;6412;3334;3078;80;293;246;64;710;4115;380;408;116
201212;2050804;2;5;8;4;1;427;206;221;11;61;57;7;17;223;30;15;6;72;161;44;9;45;32;15;135;30;185;82;103;0;10;3;0;6;134;23;6;3;3127;1563;1564;61;262;308;49;83;1678;294;262;130
201212;3010101;3;1;1;1;2;236;123;113;10;15;21;12;15;117;22;15;9;40;113;49;6;55;12;10;28;12;117;58;59;3;3;6;3;6;84;6;3;3;2869;1462;1407;30;129;193;71;204;1301;387;423;131
201212;3010102;3;1;1;2;2;694;366;328;13;33;69;22;69;317;76;58;37;58;243;95;24;215;24;17;135;36;293;166;127;0;6;9;0;40;212;23;3;0;10095;4737;5358;78;475;733;193;672;3773;1402;2055;714
201212;3010104;3;1;1;4;2;34;25;9;0;0;6;0;0;28;0;0;0;15;27;6;0;3;4;0;0;0;25;19;6;0;0;0;0;0;25;0;0;0;193;120;73;3;3;18;3;12;139;9;3;3
201212;3020203;3;2;2;3;2;68;34;34;0;10;6;0;3;27;13;6;3;10;44;19;3;9;0;0;9;3;22;9;13;0;0;0;0;3;15;4;0;0;1958;977;981;16;90;131;36;79;792;334;388;92
201212;3020209;3;2;2;9;2;1360;632;728;9;139;185;58;188;635;86;51;9;232;577;165;43;161;59;52;394;74;719;334;385;0;22;27;12;170;420;52;16;0;13583;6532;7051;129;831;1192;326;837;6527;1502;1727;512
201212;3020210;3;2;2;10;2;842;420;422;22;84;125;28;37;434;66;40;6;92;324;143;27;150;50;43;196;52;348;180;168;6;18;12;0;22;257;30;3;0;10134;4974;5160;109;573;868;214;546;4989;1196;1297;342
201212;3020307;3;2;3;7;2;1582;751;831;19;111;298;70;72;718;159;111;24;113;481;248;66;624;98;53;180;80;466;224;242;3;3;27;9;28;333;40;23;0;16875;8273;8602;144;875;1638;485;945;7900;2077;2277;534
201212;3030405;3;3;4;5;2;818;393;425;11;81;145;33;32;364;76;61;15;72;236;108;72;324;22;30;104;30;257;126;131;0;10;25;3;17;172;21;9;0;10558;4980;5578;136;687;988;282;683;5018;1007;1352;405
201212;3030406;3;3;4;6;2;483;244;239;6;33;53;25;26;225;53;53;9;81;203;69;21;123;15;3;89;29;159;67;92;0;6;0;3;9;117;18;3;3;8050;3985;4065;43;303;662;259;448;3516;1231;1295;293
201212;3030711;3;3;7;11;2;294;145;149;0;24;52;16;15;127;24;27;9;40;130;60;12;60;9;9;46;28;107;48;59;0;3;9;7;9;76;0;3;0;6527;3251;3276;45;223;517;172;362;2762;1031;1085;330
201212;3030715;3;3;7;15;2;432;233;199;10;21;71;15;32;203;34;31;15;35;173;47;18;47;38;35;70;51;162;97;65;0;9;3;3;20;98;13;13;3;6516;3275;3241;42;204;466;185;410;2929;996;990;294
201212;3030716;3;3;7;16;2;31;16;15;0;3;0;0;3;19;3;3;0;3;9;6;3;9;0;0;10;0;19;16;3;0;0;0;0;3;16;0;0;0;1133;567;566;0;41;53;12;51;435;193;286;62
201212;3040508;3;4;5;8;2;756;382;374;11;64;141;43;54;324;63;50;6;88;188;75;30;188;164;19;87;80;193;90;103;0;9;9;6;16;120;15;18;0;4420;2202;2218;38;214;482;176;296;2034;510;539;131
201212;3040512;3;4;5;12;2;967;486;481;13;95;175;30;72;454;54;62;12;126;343;110;66;119;150;30;171;88;351;174;177;3;6;19;6;33;237;24;23;0;9398;4527;4871;81;447;800;193;545;4153;1117;1684;378
201212;3040513;3;4;5;13;2;378;187;191;9;34;66;6;34;154;30;35;10;112;200;54;18;42;25;3;59;31;143;69;74;0;0;6;0;19;91;6;14;7;3295;1583;1712;30;198;343;100;201;1431;344;442;206
201212;3040614;3;4;6;14;2;3007;1494;1513;54;343;411;99;182;1504;173;189;52;648;1380;370;113;427;101;131;708;147;1382;683;699;7;40;39;23;121;1018;88;40;6;32896;15350;17546;388;2133;2639;641;1857;15878;2818;4727;1815
201212;3040818;3;4;8;18;2;2982;1488;1494;38;243;302;79;267;1657;166;184;46;692;1415;397;115;383;108;147;718;96;1669;829;840;3;35;61;23;190;1211;88;52;6;32163;15170;16993;339;1676;1987;497;2061;16547;3067;4444;1545
201212;3050919;3;5;9;19;2;232;113;119;3;22;18;7;18;96;30;29;9;37;89;28;16;72;7;9;33;6;102;52;50;0;0;0;7;6;65;21;3;0;4839;2285;2554;53;202;234;59;249;2358;516;913;255
201212;3050920;3;5;9;20;2;565;318;247;3;52;58;21;48;316;15;43;9;80;304;61;15;66;32;15;93;40;311;192;119;0;15;3;3;32;234;6;15;3;6500;3122;3378;65;338;436;128;390;3037;591;1071;444
201212;3050923;3;5;9;23;2;990;478;512;16;96;112;27;99;567;42;19;12;233;495;135;45;116;36;19;251;28;567;274;293;0;12;15;6;83;409;30;6;6;8302;4284;4018;102;496;450;151;659;4942;650;660;192
201212;3050924;3;5;9;24;2;704;354;350;10;66;65;3;77;407;51;18;7;166;366;106;39;57;24;22;180;16;488;244;244;6;14;19;0;61;337;39;9;3;5416;2774;2642;65;341;377;74;500;3144;449;349;117
201212;3050925;3;5;9;25;2;809;425;384;30;62;116;48;67;400;53;24;9;185;362;124;36;91;22;35;223;40;430;225;205;9;0;24;33;49;269;31;15;0;8369;4048;4321;116;529;726;189;537;4469;637;893;273
201212;3051017;3;5;10;17;2;594;396;198;0;28;30;19;62;366;49;28;12;59;309;208;16;150;9;6;83;21;294;215;79;0;3;3;7;41;212;18;10;0;4129;2146;1983;25;185;252;90;354;2240;472;413;98
201212;3051021;3;5;10;21;2;462;233;229;12;34;65;12;45;216;41;25;12;49;170;74;71;71;4;13;127;6;307;146;161;3;22;38;12;31;169;26;3;3;6450;3019;3431;45;256;312;95;454;2605;642;1587;454
201212;3051022;3;5;10;22;2;233;96;137;3;22;52;3;28;107;12;3;3;25;87;28;6;42;19;12;58;9;106;42;64;0;0;13;3;19;68;0;3;0;4575;2051;2524;49;228;347;85;328;1909;480;834;315
201212;3061126;3;6;11;26;1;2788;1474;1314;40;203;163;57;334;1848;82;46;15;1026;1418;209;94;234;72;124;782;64;1842;976;866;4;27;22;12;255;1436;40;37;9;14273;7330;6943;175;778;707;179;1177;9347;843;758;309
201212;3061131;3;6;11;31;1;2336;1213;1123;47;163;164;25;241;1578;73;42;3;1098;1356;155;24;165;46;48;660;37;1629;850;779;7;34;34;12;196;1270;55;18;3;9689;4993;4696;131;592;550;86;711;6683;484;380;72
201212;3061227;3;6;12;27;1;2536;1289;1247;48;204;185;28;230;1679;68;70;24;945;1321;156;45;195;49;86;764;76;1599;796;803;3;28;35;19;182;1251;47;31;3;14040;6851;7189;198;754;689;134;988;8810;914;1162;391
201212;3061228;3;6;12;28;1;1744;853;891;12;128;152;41;195;1062;72;70;12;499;828;153;39;185;33;55;571;33;1119;558;561;3;28;35;26;138;807;51;28;3;12001;5850;6151;86;433;509;122;997;6729;948;1612;565
201212;3061332;3;6;13;32;1;4987;2487;2500;76;449;450;41;375;3394;142;54;6;2126;2674;262;119;293;79;85;1619;118;3230;1648;1582;4;42;72;9;303;2658;103;36;3;21490;10876;10614;304;1549;1527;262;1173;14955;980;561;179
201212;3061429;3;6;14;29;1;864;422;442;16;97;98;21;71;396;48;90;27;96;319;83;15;124;52;48;285;21;430;200;230;0;18;6;6;44;313;30;9;4;10088;4637;5451;61;297;419;142;564;3332;1214;3069;990
201212;3061430;3;6;14;30;1;353;200;153;6;27;35;9;30;161;31;45;9;53;120;31;29;60;15;18;105;6;184;107;77;3;6;4;3;27;119;19;3;0;2885;1398;1487;25;101;141;51;170;1150;326;720;201
201212;3061434;3;6;14;34;1;942;465;477;21;68;67;6;96;620;28;30;6;296;490;88;23;48;25;24;305;27;612;305;307;3;9;7;3;90;472;19;6;3;5939;2948;2991;94;337;249;39;486;3802;408;389;135
201212;3061435;3;6;14;35;1;712;372;340;9;62;81;9;85;415;24;24;3;172;295;54;36;67;9;24;269;12;469;235;234;3;18;30;3;64;330;21;0;0;3868;1955;1913;33;179;218;42;369;2208;286;383;150
201212;3061441;3;6;14;41;1;334;148;186;15;63;43;3;24;165;12;9;0;99;146;25;9;52;16;3;96;12;144;61;83;3;3;9;0;15;102;9;3;0;1842;919;923;44;237;188;31;67;1011;95;106;63
201212;3071536;3;7;15;36;1;3062;1510;1552;39;266;301;34;240;2052;64;60;6;1282;1621;167;50;225;78;66;957;65;2059;1007;1052;6;59;45;3;196;1669;46;32;3;10323;5325;4998;133;750;743;111;577;7152;437;307;113
201212;3071537;3;7;15;37;1;3791;1906;1885;52;346;373;96;311;2392;127;94;0;1601;1961;148;182;248;46;95;1161;98;2552;1269;1283;12;85;117;32;263;1893;86;64;0;14314;7292;7022;203;940;1148;267;794;9296;886;685;95
201212;3071633;3;7;16;33;1;430;216;214;9;57;77;18;33;196;25;12;3;66;135;27;19;71;33;12;157;3;228;115;113;6;22;9;6;21;148;13;3;0;2711;1333;1378;27;113;199;57;182;1190;420;390;133
201212;3071638;3;7;16;38;1;3914;1903;2011;55;345;358;58;369;2503;130;84;12;1560;2060;222;77;306;75;117;1188;91;2552;1266;1286;9;61;45;27;300;1965;100;39;6;16365;8275;8090;226;1123;1176;236;1107;10538;892;889;178
201212;3071639;3;7;16;39;1;2439;1204;1235;43;244;281;33;207;1469;75;69;18;907;1346;248;51;158;86;56;657;85;1507;783;724;9;21;40;9;172;1172;54;24;6;11866;5843;6023;158;892;1057;161;649;7330;718;657;244
201212;4010101;4;1;1;1;2;3876;1952;1924;46;299;385;123;326;1881;449;312;55;258;1207;799;282;349;714;261;743;320;1904;967;937;9;52;74;35;197;1134;228;138;37;10054;4763;5291;74;454;626;209;730;4102;1357;1732;770
201212;4010102;4;1;1;2;2;198;150;48;3;9;7;9;18;115;19;15;3;24;86;24;42;9;15;12;22;12;154;121;33;0;3;0;6;15;99;16;12;3;753;462;291;3;18;25;12;51;331;123;151;39
201212;4010103;4;1;1;3;2;3318;1610;1708;66;258;428;145;255;1597;305;227;37;126;810;600;195;571;748;301;413;280;1428;674;754;9;40;86;46;125;828;158;120;16;7489;3504;3985;85;363;575;217;602;3023;814;1375;435
201212;4020204;4;2;2;4;2;34;21;13;0;0;13;0;3;9;6;3;0;18;18;0;0;0;0;6;3;7;12;12;0;0;0;0;0;3;0;6;3;0;129;65;64;0;6;22;3;13;46;21;15;3
201212;4020205;4;2;2;5;2;273;149;124;0;21;29;10;18;140;28;21;6;57;108;36;16;6;16;10;86;31;145;82;63;0;3;0;4;18;101;10;6;3;1242;611;631;6;52;94;34;76;493;169;252;66
201212;4020206;4;2;2;6;2;472;228;244;0;33;49;24;22;206;61;62;15;79;179;63;28;38;22;22;137;46;247;118;129;0;14;16;6;13;121;34;31;12;2584;1137;1447;3;53;81;40;77;677;372;955;326
201212;4020207;4;2;2;7;2;702;349;353;6;52;97;19;29;362;69;48;20;144;270;60;38;76;56;33;155;74;378;191;187;3;12;14;3;22;234;41;36;13;2678;1264;1414;27;102;208;56;133;1157;312;473;210
201212;4020208;4;2;2;8;2;682;336;346;3;35;117;46;41;275;96;57;12;189;302;84;9;56;33;18;172;92;335;172;163;0;3;17;12;23;189;52;36;3;2845;1408;1437;16;131;306;91;137;979;381;633;171
201212;4020209;4;2;2;9;2;1096;540;556;9;18;75;22;252;604;75;30;11;279;448;89;18;106;27;46;365;86;802;406;396;0;0;6;3;232;505;27;18;11;3142;1553;1589;18;81;273;104;494;1213;358;490;111
201212;4020310;4;2;3;10;2;253;120;133;9;9;6;0;70;150;3;3;3;18;55;27;0;34;15;31;100;18;192;99;93;3;6;0;0;55;119;3;3;3;585;302;283;9;9;9;0;150;281;37;71;19
201212;4020311;4;2;3;11;2;3569;1806;1763;42;172;386;159;296;1721;412;301;80;747;1365;353;166;324;337;181;832;364;1846;938;908;6;22;64;29;193;1083;237;150;62;13953;6535;7418;78;415;886;316;869;5161;2009;3226;993
201212;4020312;4;2;3;12;2;1141;569;572;0;67;137;28;66;535;168;103;37;225;409;84;48;106;100;53;327;98;610;318;292;0;9;31;6;45;347;93;55;24;4877;2209;2668;18;173;293;83;278;1807;715;1083;427
201212;4020313;4;2;3;13;2;2316;1154;1162;40;162;228;64;206;1164;237;187;28;310;685;217;261;175;253;187;572;183;1371;691;680;9;48;77;24;142;783;134;135;19;6897;3397;3500;69;254;354;141;543;3137;883;1220;296
201212;4020314;4;2;3;14;2;12;12;0;0;0;0;0;0;3;6;3;0;9;12;3;0;0;0;0;0;0;12;12;0;0;0;0;0;0;3;6;3;0;12;12;0;0;0;0;0;0;3;6;3;0
201212;4030415;4;3;4;15;1;1265;660;605;9;47;84;21;163;729;121;60;31;159;370;145;86;130;112;130;360;77;888;460;428;3;10;12;9;118;581;88;39;28;2669;1273;1396;12;60;105;24;315;1195;279;386;293
201212;4030416;4;3;4;16;1;4659;2319;2340;41;283;491;147;403;2264;537;418;75;618;1152;336;198;367;1300;277;904;461;2582;1321;1261;9;27;76;38;220;1498;332;332;50;10210;4966;5244;84;539;827;244;894;4962;1407;1042;211
201212;4030417;4;3;4;17;1;3598;1782;1816;30;194;385;121;247;1903;391;279;48;717;1277;342;302;366;398;213;751;291;2037;1023;1014;3;52;49;48;164;1258;230;197;36;10426;4997;5429;90;383;692;234;768;5068;1431;1421;339
201212;4030518;4;3;5;18;1;3571;1756;1815;40;208;268;120;312;1867;406;298;52;518;1027;350;199;274;666;234;826;345;1983;977;1006;6;28;53;33;168;1222;246;187;40;9110;4424;4686;85;329;427;169;850;4621;1166;1175;288
201212;4030519;4;3;5;19;1;2144;1171;973;25;125;206;73;196;1144;221;136;18;343;670;234;136;105;351;200;502;180;1194;672;522;7;12;38;20;120;724;145;113;15;5406;2740;2666;56;203;289;116;530;2801;709;582;120
201212;4030620;4;3;6;20;1;3443;1713;1730;46;199;321;104;255;1790;357;318;53;472;1092;400;252;430;427;221;720;301;1894;972;922;9;41;55;33;146;1197;196;179;38;8386;3997;4389;64;307;462;194;605;3846;1071;1294;543
201212;4030621;4;3;6;21;1;1505;791;714;28;86;120;46;161;772;155;122;15;240;522;170;135;211;206;64;260;107;880;477;403;6;9;15;21;99;563;100;52;15;2949;1588;1361;37;119;157;56;335;1623;306;264;52
201212;4030622;4;3;6;22;1;4379;2170;2209;56;222;346;129;352;2210;580;399;85;700;1320;413;339;425;607;333;994;361;2515;1268;1247;9;30;71;26;211;1485;390;238;55;10002;4869;5133;82;335;517;168;805;4681;1402;1592;420
201212;4030623;4;3;6;23;1;2315;1079;1236;37;151;196;50;167;1196;262;209;47;281;569;159;116;499;252;179;532;168;1304;592;712;6;31;57;3;105;801;167;106;28;4314;2046;2268;44;180;245;83;361;2035;557;628;181
201212;4030724;4;3;7;24;1;2065;993;1072;18;80;221;49;137;954;286;220;100;462;810;219;77;292;188;117;434;147;1173;576;597;0;15;48;15;84;656;168;118;69;6256;2848;3408;36;197;393;110;441;2573;1008;1103;395
201212;4030725;4;3;7;25;1;4155;2108;2047;45;238;379;63;352;2267;451;306;54;1043;1691;353;269;334;262;217;1129;253;2530;1264;1266;6;24;65;12;248;1630;299;198;48;11565;5696;5869;95;449;734;196;942;5704;1699;1465;281
201212;4030726;4;3;7;26;1;2071;1009;1062;30;79;231;50;124;1068;262;184;43;427;752;196;139;284;121;123;514;138;1190;586;604;0;18;45;6;61;760;161;105;34;5253;2473;2780;54;167;337;91;297;2384;808;881;234
201212;4030827;4;3;8;27;1;5635;2852;2783;38;336;435;158;489;2964;621;508;86;989;1841;424;467;493;602;520;1340;372;3504;1813;1691;6;69;82;60;307;2132;416;364;68;11452;5740;5712;73;470;640;245;961;5734;1499;1528;302
201212;4030828;4;3;8;28;1;3804;1902;1902;34;170;279;98;257;2097;504;295;70;896;1306;215;252;307;288;269;1132;250;2360;1192;1168;10;27;56;25;184;1503;314;183;58;9239;4623;4616;70;276;470;162;594;4607;1419;1332;309
201212;4030929;4;3;9;29;1;2494;1282;1212;30;133;169;57;239;1234;308;250;74;580;898;200;163;314;151;141;678;149;1544;858;686;9;28;34;12;159;873;190;195;44;5983;2966;3017;59;229;322;107;434;2825;871;932;204
