"ZEIT";"RAUMID";"BEZ";"PGR";"BZR";"PLR";"STADTRAUM";"MH_E";"MH_EM";"MH_EW";"MH_U1";"MH_1U6";"MH_6U15";"MH_15U18";"MH_18U25";"MH_25U55";"MH_55U65";"MH_65U80";"MH_80U110";"HK_EU15";"HK_EU27";"HK_Polen";"HK_EheJug";"HK_EheSU";"HK_Turk";"HK_Arab";"HK_Sonst";"HK_NZOrd";"E_A";"E_AM";"E_AW";"E_AU1";"E_A1U6";"E_A6U15";"E_A15U18";"E_A18U25";"E_A25U55";"E_A55U65";"E_A65U80";"E_A80U110";"E_E";"E_EM";"E_EW";"E_U1";"E_1U6";"E_6U15";"E_15U18";"E_18U25";"E_25U55";"E_55U65";"E_65U80";"E_80U110"
201212;1022207;1;2;22;7;1;2123;1092;1031;9;112;138;48;422;1024;196;153;21;383;706;195;77;228;110;156;723;123;1374;725;649;0;18;40;12;353;765;102;75;9;5366;2744;2622;34;176;247;73;640;2308;693;907;288
201212;1033101;1;3;31;1;1;14056;7420;6636;228;1244;1859;607;1666;6704;937;729;82;1032;3478;1220;1411;619;4526;1358;1685;979;8885;4750;4135;59;385;565;315;1098;5160;681;580;42;24632;12862;11770;312;1584;2209;733;3172;11992;2047;2089;494
201212;1033102;1;3;31;2;1;6298;3274;3024;81;481;807;297;755;3059;426;355;37;455;1322;401;576;212;2457;602;604;525;3911;2077;1834;16;105;274;140;456;2306;291;293;30;11030;5636;5394;119;639;927;342;1330;5589;898;968;218
201212;1033201;1;3;32;1;1;8357;4245;4112;143;857;1342;377;859;3669;549;484;77;409;1061;437;391;598;3421;1310;759;817;3850;1958;1892;19;112;240;109;459;2312;277;306;16;12778;6395;6383;177;939;1476;432;1373;5653;1138;1215;375
201212;1033202;1;3;32;2;1;5162;2562;2600;73;450;676;190;518;2429;438;327;61;364;955;472;272;412;1969;438;551;565;2488;1238;1250;7;55;95;68;304;1504;249;175;31;9611;4702;4909;98;540;792;237;867;4266;1039;1296;476
201212;1033203;1;3;32;3;1;7966;4212;3754;133;690;1084;331;898;3825;516;439;50;587;1636;657;753;394;2642;952;1012;577;4734;2496;2238;40;160;302;146;575;2810;330;336;35;13179;6971;6208;179;817;1255;371;1580;6475;1125;1113;264
201212;1044101;1;4;41;1;1;8227;4416;3811;125;554;866;271;876;4268;738;499;30;815;2385;936;723;395;2246;591;1273;614;4967;2720;2247;33;100;206;121;580;3065;495;352;15;19210;9866;9344;186;791;1241;406;2148;9388;2112;2397;541
201212;1044102;1;4;41;2;1;5007;2640;2367;65;374;476;141;487;2558;481;362;63;489;1621;797;491;208;1273;337;656;421;2895;1572;1323;12;111;114;66;293;1770;276;223;30;15069;7216;7853;123;607;813;272;1301;6373;1814;2648;1118
201212;1044103;1;4;41;3;1;3590;1909;1681;57;211;399;90;346;1959;292;215;21;408;967;334;256;255;865;330;662;255;2238;1209;1029;9;46;148;34;216;1430;188;155;12;7738;4103;3635;73;307;502;129;908;4277;749;642;151
201212;1044201;1;4;42;1;1;14713;7803;6910;171;1199;1961;654;1811;7016;980;826;95;1109;3252;1002;1457;596;4832;1749;1743;1084;9210;4978;4232;60;352;618;324;1170;5301;703;634;48;22224;11793;10431;227;1367;2122;737;3058;10676;1831;1766;440
201212;1044202;1;4;42;2;1;8758;4823;3935;120;594;819;277;1258;4809;536;306;39;989;2420;822;516;295;1783;1057;2190;497;5920;3308;2612;37;168;246;118;975;3773;368;214;21;15894;8643;7251;182;783;981;332;2374;8954;1286;828;174
201212;1044203;1;4;42;3;1;8518;4658;3860;105;525;917;298;1020;4289;689;610;65;754;2302;831;683;237;2843;738;1176;539;5585;3107;2478;26;135;244;132;695;3318;500;500;35;15364;8185;7179;156;690;1085;345;1891;7561;1441;1589;606
201212;11010101;11;1;1;1;2;27;9;18;0;0;6;3;0;9;6;3;0;0;15;6;0;0;3;0;6;3;12;6;6;0;0;0;3;0;6;3;0;0;473;255;218;6;15;37;15;27;214;81;64;14
201212;11010102;11;1;1;2;2;86;50;36;0;3;6;3;3;53;6;9;3;13;32;10;3;30;6;6;6;3;38;23;15;0;0;0;0;0;29;3;6;0;2485;1278;1207;9;109;161;56;162;1208;419;302;59
201212;11010103;11;1;1;3;2;90;48;42;0;9;15;3;6;36;15;3;3;6;24;9;0;45;0;0;15;6;27;9;18;0;0;0;0;6;18;3;0;0;1284;653;631;12;55;97;32;100;675;189;97;27
201212;11010204;11;1;2;4;2;1685;813;872;21;173;270;54;136;776;167;79;9;15;222;89;85;836;19;35;451;37;674;287;387;6;45;53;27;52;432;41;18;0;8497;4230;4267;102;544;728;203;891;4178;1023;707;121
201212;11010205;11;1;2;5;2;1334;645;689;25;132;190;57;146;565;148;59;12;17;161;85;85;711;28;27;297;25;502;245;257;9;24;26;23;49;302;63;3;3;6581;3305;3276;74;359;510;121;621;3150;952;654;140
201212;11010206;11;1;2;6;2;718;334;384;15;44;103;36;26;329;108;39;18;15;114;52;39;336;25;25;167;12;314;161;153;3;7;30;18;20;193;31;12;0;5786;2725;3061;54;244;428;143;408;2658;927;720;204
201212;11010207;11;1;2;7;2;687;335;352;3;57;81;29;69;297;72;54;25;27;176;104;27;316;21;16;116;15;239;117;122;0;3;15;0;30;166;16;6;3;6575;3032;3543;61;364;442;138;630;3077;821;700;342
201212;11010308;11;1;3;8;2;2024;994;1030;30;209;319;74;165;926;177;92;32;54;224;106;167;974;43;41;529;46;774;382;392;3;35;77;25;64;516;39;15;0;11116;5510;5606;93;531;750;206;800;4851;2003;1482;400
201212;11010309;11;1;3;9;2;1624;829;795;32;148;254;79;158;717;142;70;24;37;216;89;381;586;15;45;348;33;806;412;394;12;38;73;45;81;469;69;19;0;9521;4814;4707;95;530;798;220;759;4427;1380;1057;255
201212;11010310;11;1;3;10;2;443;197;246;9;33;49;21;42;210;52;24;3;30;91;31;48;142;10;12;127;13;178;65;113;0;3;9;9;35;98;18;6;0;5253;2623;2630;49;203;262;77;360;2222;1164;774;142
201212;11020411;11;2;4;11;2;774;404;370;34;57;76;29;115;359;47;48;9;38;131;43;55;175;31;30;312;40;445;241;204;6;18;24;9;96;262;15;15;0;7426;3690;3736;96;296;417;164;543;3236;1163;1262;249
201212;11020412;11;2;4;12;2;754;338;416;12;83;122;25;62;332;70;34;14;33;131;48;27;283;39;28;237;9;329;148;181;3;19;18;19;28;208;31;3;0;6083;2853;3230;54;291;414;127;360;2420;1003;1052;362
201212;11020513;11;2;5;13;2;172;90;82;9;22;12;6;12;65;0;34;12;18;71;24;0;41;0;6;40;14;48;27;21;6;0;0;0;9;30;0;0;3;3420;1681;1739;37;187;255;64;160;1549;467;515;186
201212;11020514;11;2;5;14;2;930;456;474;15;101;124;27;93;449;49;51;21;51;181;48;134;269;24;60;246;16;678;339;339;9;80;86;27;65;364;31;16;0;8103;3885;4218;94;353;465;133;654;4135;814;1078;377
201212;11020515;11;2;5;15;2;2353;1135;1218;46;240;373;95;189;1065;185;138;22;64;344;99;111;868;43;106;810;71;1156;546;610;25;52;116;49;119;673;83;39;0;14188;6802;7386;130;678;991;269;1042;5691;2229;2610;548
201212;11020516;11;2;5;16;2;325;160;165;3;22;53;15;31;155;24;19;3;16;95;48;12;61;9;12;110;26;136;59;77;0;0;9;6;22;90;6;3;0;3751;1825;1926;28;162;241;76;189;1763;567;554;171
201212;11030617;11;3;6;17;2;1458;713;745;28;172;180;41;172;698;81;68;18;36;166;46;174;409;67;217;394;31;808;375;433;18;40;76;31;116;468;43;13;3;6021;2867;3154;61;273;311;85;532;2252;622;1538;347
201212;11030618;11;3;6;18;2;2870;1422;1448;52;256;343;73;403;1363;166;181;33;115;497;148;196;1022;57;210;803;85;1475;709;766;17;73;124;27;265;875;61;27;6;15610;7454;8156;125;573;863;240;1337;6170;1875;3598;829
201212;11030619;11;3;6;19;2;2178;1079;1099;36;205;276;83;191;1062;163;120;42;128;360;101;78;889;52;88;672;39;1032;505;527;12;42;78;40;92;679;65;24;0;10258;4976;5282;86;464;633;187;892;4040;1090;2310;556
201212;11030720;11;3;7;20;2;1837;1188;649;28;116;105;31;379;1011;117;35;15;168;831;389;162;273;33;69;458;11;1613;1060;553;19;84;66;25;347;945;104;20;3;3697;2176;1521;45;182;164;49;614;1883;338;228;194
201212;11030721;11;3;7;21;2;2905;1635;1270;39;206;257;150;261;1586;234;129;43;295;1025;398;238;589;91;133;753;76;1689;1014;675;9;32;57;108;179;1158;111;35;0;20701;10283;10418;241;936;983;339;1677;11264;1893;2387;981
201212;11030824;11;3;8;24;2;2769;1346;1423;40;234;290;89;475;1319;155;131;36;130;514;177;387;841;90;161;719;57;1530;745;785;9;55;92;45;343;887;60;33;6;9814;4800;5014;92;445;625;210;1050;4132;1011;1922;327
201212;11040925;11;4;9;25;2;520;272;248;3;47;53;12;57;324;12;12;0;110;216;65;30;63;34;9;149;19;287;142;145;0;7;3;3;39;223;6;6;0;3392;1780;1612;57;256;289;61;243;2256;140;74;16
201212;11040926;11;4;9;26;2;3562;1927;1635;70;292;341;105;425;1904;267;130;28;360;1224;427;252;785;110;123;978;90;2161;1205;956;16;56;127;47;294;1428;144;40;9;26348;13212;13136;316;1221;1322;355;2586;14125;2714;2902;807
201212;11041022;11;4;10;22;2;960;511;449;30;67;93;17;121;507;82;34;9;78;277;76;65;326;18;24;228;22;536;293;243;6;15;34;7;74;353;38;6;3;4929;2464;2465;57;136;192;39;495;2026;436;1222;326
201212;11041023;11;4;10;23;2;1345;672;673;28;139;159;81;149;602;119;53;15;33;162;68;139;589;45;65;295;50;652;329;323;6;48;39;38;77;384;54;6;0;5781;2828;2953;59;314;402;147;538;2300;850;857;314
201212;11041027;11;4;10;27;2;477;241;236;15;45;85;9;45;210;31;34;3;27;106;27;42;203;15;16;89;6;253;127;126;6;27;40;3;18;138;15;3;3;2713;1321;1392;40;110;210;41;248;1141;362;379;182
201212;11041128;11;4;11;28;2;4190;2001;2189;72;319;553;138;632;1839;275;266;96;238;949;274;335;1475;130;316;878;107;2345;1136;1209;33;116;201;66;494;1248;132;46;9;24411;11342;13069;171;869;1263;350;1944;8514;2793;6596;1911
201212;11051229;11;5;12;29;2;401;191;210;21;69;28;10;33;213;21;3;3;98;178;34;16;67;9;6;101;24;177;80;97;3;6;3;4;24;128;9;0;0;3305;1698;1607;81;313;259;38;125;1792;303;292;102
201212;11051330;11;5;13;30;2;1125;595;530;15;31;54;24;328;583;42;36;12;145;369;103;18;246;69;47;331;45;773;415;358;3;4;6;9;280;441;18;9;3;7967;3837;4130;95;412;472;146;827;4171;734;772;338
201212;11051331;11;5;13;31;2;716;376;340;13;72;110;27;51;353;39;45;6;92;288;71;47;229;19;12;91;30;349;193;156;0;10;28;12;30;236;24;9;0;9266;4413;4853;88;437;758;174;532;4102;1113;1593;469
201212;11051332;11;5;13;32;2;516;247;269;6;74;107;9;34;222;22;24;18;104;232;61;3;127;10;9;96;39;192;95;97;0;9;3;0;22;127;16;12;3;5750;2802;2948;85;480;588;135;244;2821;545;586;266
201212;12103115;12;10;31;15;2;2624;1325;1299;27;240;290;95;211;1297;280;166;18;126;636;366;247;194;741;211;361;234;1378;713;665;7;37;76;51;113;862;128;98;6;7374;3597;3777;56;356;498;181;630;3299;916;1058;380
201212;12103116;12;10;31;16;2;3462;1818;1644;49;342;461;127;339;1698;255;170;21;177;908;430;352;185;1055;283;349;330;1851;933;918;9;77;115;75;209;1103;157;100;6;9012;4499;4513;95;505;728;239;893;4217;936;1063;336
201212;12103117;12;10;31;17;2;4154;2128;2026;85;349;512;175;415;1995;361;241;21;178;1039;600;515;221;1113;365;500;401;2239;1207;1032;21;85;140;64;240;1296;221;157;15;9629;4860;4769;130;497;740;241;922;4370;1118;1307;304
201212;12103218;12;10;32;18;2;4435;2268;2167;84;377;564;198;387;2104;411;289;21;288;1181;748;376;226;1312;321;590;429;2114;1046;1068;24;73;92;66;217;1257;211;168;6;12775;6105;6670;131;601;901;363;1170;5465;1481;1944;719
201212;12103219;12;10;32;19;2;2835;1453;1382;65;242;331;111;212;1429;242;185;18;195;770;396;255;94;834;255;329;298;1380;706;674;12;43;54;33;124;858;143;104;9;8389;3949;4440;102;373;505;180;689;3496;1018;1391;635
201212;12103220;12;10;32;20;2;1038;521;517;18;79;92;38;65;521;130;86;9;103;414;259;130;60;177;42;128;87;486;234;252;6;18;29;7;27;283;52;58;6;4541;2137;2404;37;170;223;97;345;1943;592;874;260
201212;12214125;12;21;41;25;2;1545;921;624;13;90;152;88;112;829;146;103;12;206;517;205;106;103;274;103;267;175;773;521;252;3;12;28;24;54;526;63;54;9;7089;3864;3225;46;267;417;205;540;3177;998;1184;255
201212;12214126;12;21;41;26;2;2225;1011;1214;35;174;286;103;130;1034;270;160;33;165;644;404;207;410;455;83;218;208;871;373;498;0;12;51;23;59;546;111;54;15;7506;3484;4022;70;328;555;197;492;3082;976;1386;420
