"ZEIT";"RAUMID";"BEZ";"PGR";"BZR";"PLR";"STADTRAUM";"MH_E";"MH_EM";"MH_EW";"MH_U1";"MH_1U6";"MH_6U15";"MH_15U18";"MH_18U25";"MH_25U55";"MH_55U65";"MH_65U80";"MH_80U110";"HK_EU15";"HK_EU27";"HK_Polen";"HK_EheJug";"HK_EheSU";"HK_Turk";"HK_Arab";"HK_Sonst";"HK_NZOrd";"E_A";"E_AM";"E_AW";"E_AU1";"E_A1U6";"E_A6U15";"E_A15U18";"E_A18U25";"E_A25U55";"E_A55U65";"E_A65U80";"E_A80U110";"E_E";"E_EM";"E_EW";"E_U1";"E_1U6";"E_6U15";"E_15U18";"E_18U25";"E_25U55";"E_55U65";"E_65U80";"E_80U110"
200812;10010311;10;1;3;11;2;417;211;206;6;37;70;22;34;205;6;31;6;0;33;21;3;268;3;17;83;10;122;70;52;3;0;13;6;6;81;6;7;0;3032;1416;1616;30;152;201;74;282;1348;255;451;239
200812;10020412;10;2;4;12;2;750;365;385;15;80;114;38;65;321;54;51;12;18;57;21;32;471;22;6;144;18;234;109;125;0;13;18;10;12;162;15;4;0;5424;2657;2767;83;364;506;205;828;2457;410;480;91
200812;10020413;10;2;4;13;2;999;491;508;12;71;91;30;109;489;97;75;25;40;184;84;31;584;33;21;130;16;273;134;139;3;4;12;7;16;216;6;6;3;14361;6852;7509;148;584;785;384;2256;7007;1294;1514;389
200812;10020414;10;2;4;14;2;813;400;413;12;79;109;34;102;392;45;28;12;6;42;21;15;726;0;0;24;6;157;84;73;0;6;19;0;18;111;3;0;0;1747;842;905;18;129;164;60;216;825;109;163;63
200812;10020415;10;2;4;15;2;368;173;195;8;44;36;15;37;153;36;33;6;6;102;51;16;154;13;9;71;3;156;75;81;0;3;3;3;18;117;12;0;0;4848;2382;2466;49;268;396;147;676;2363;409;434;106
200812;10020416;10;2;4;16;2;375;194;181;3;33;41;21;24;194;30;29;0;19;78;38;12;171;12;27;66;9;170;84;86;3;6;10;9;6;124;9;3;0;4072;2059;2013;51;223;300;144;631;2079;283;307;54
200812;10020517;10;2;5;17;2;438;205;233;6;33;56;18;40;194;31;42;18;18;121;66;3;220;6;16;63;9;125;49;76;0;0;9;3;18;83;12;0;0;8959;4290;4669;64;271;458;250;1347;4428;839;1104;198
200812;10020518;10;2;5;18;2;354;186;168;4;46;43;13;28;159;24;34;3;15;87;48;9;173;6;9;52;18;108;54;54;0;0;15;0;6;72;9;6;0;4712;2338;2374;44;329;400;173;741;2276;274;401;74
200812;10020519;10;2;5;19;2;312;148;164;6;34;27;12;46;125;32;30;0;3;53;28;3;160;13;15;62;6;123;56;67;6;3;6;3;27;68;10;0;0;4367;2237;2130;56;335;342;140;608;2064;376;371;75
200812;10020620;10;2;6;20;2;303;152;151;0;19;28;6;31;137;31;48;3;12;54;36;3;195;6;0;42;3;93;45;48;0;3;3;0;12;66;6;3;0;3032;1510;1522;25;93;120;59;466;1612;315;290;52
200812;10020621;10;2;6;21;2;469;217;252;9;29;61;30;50;213;31;40;6;19;96;44;13;272;15;9;52;12;137;76;61;0;3;10;3;9;103;9;0;0;5543;2780;2763;62;279;404;146;1280;2572;333;401;66
200812;10020622;10;2;6;22;2;759;354;405;16;47;85;34;75;333;76;60;33;31;183;63;64;391;18;22;68;13;289;134;155;10;0;30;16;36;163;19;12;3;8402;3824;4578;79;303;446;154;922;3513;1340;1202;443
200812;10020623;10;2;6;23;2;411;200;211;3;47;40;9;27;195;50;27;13;7;84;41;0;223;15;6;80;3;111;55;56;0;0;0;0;9;83;16;3;0;6363;3049;3314;24;203;296;150;757;2966;715;979;273
200812;10030724;10;3;7;24;2;1312;625;687;0;47;56;15;337;723;53;59;22;489;719;93;32;212;27;30;256;36;971;470;501;0;10;10;6;289;619;19;15;3;8262;4026;4236;39;221;349;135;1049;3710;1136;1325;298
200812;10030725;10;3;7;25;2;648;346;302;12;19;53;49;115;229;68;79;24;19;90;30;18;308;15;40;170;7;284;164;120;0;6;3;36;81;125;21;9;3;5735;2878;2857;29;152;285;119;574;2501;907;915;253
200812;10030726;10;3;7;26;2;159;81;78;0;19;9;10;12;71;18;20;0;9;60;25;7;56;0;3;27;6;58;37;21;0;3;0;0;9;31;12;3;0;2593;1255;1338;9;86;137;62;220;1113;321;458;187
200812;10030727;10;3;7;27;2;476;244;232;6;43;82;13;39;207;51;29;6;39;168;61;6;128;18;9;113;34;161;91;70;0;0;6;3;24;110;18;0;0;8314;4104;4210;52;258;588;199;851;3805;1130;1206;225
200812;10040828;10;4;8;28;2;293;130;163;9;19;39;12;31;121;21;28;13;7;93;30;4;115;19;9;40;13;86;24;62;0;0;6;3;13;58;3;3;0;7732;3807;3925;59;268;548;200;923;3721;896;940;177
200812;10040829;10;4;8;29;2;175;75;100;3;16;27;12;3;76;16;22;0;27;82;12;9;32;15;6;25;6;76;42;34;0;3;0;6;3;52;3;9;0;3575;1755;1820;18;120;267;87;327;1642;448;563;103
200812;10040830;10;4;8;30;2;303;137;166;0;18;38;9;27;139;27;33;12;21;91;15;12;111;3;3;48;35;96;51;45;0;0;3;3;15;66;3;6;0;7456;3714;3742;45;221;531;155;730;3388;1040;1146;200
200812;10040931;10;4;9;31;2;392;195;197;7;28;59;20;24;193;30;25;6;55;138;40;15;82;25;19;74;39;138;71;67;0;3;11;0;12;103;9;0;0;8833;4392;4441;53;257;574;237;968;4147;1136;1174;287
200812;10040932;10;4;9;32;2;150;58;92;0;9;22;6;13;64;15;18;3;15;65;22;3;52;0;0;24;6;49;12;37;0;0;3;3;10;27;0;3;3;3850;1930;1920;18;114;268;85;373;1758;524;616;94
200812;10040933;10;4;9;33;2;547;231;316;6;35;56;23;31;279;58;50;9;63;246;89;3;184;4;22;46;42;150;59;91;0;0;6;0;6;126;6;6;0;14310;7135;7175;85;434;1012;347;1396;6581;1861;2196;398
200812;1011101;1;1;11;1;1;1549;870;679;6;54;36;31;206;929;169;100;18;177;350;102;66;240;55;202;544;92;1082;618;464;3;14;12;13;166;711;97;54;12;3140;1664;1476;9;76;57;37;298;1506;528;510;119
200812;1011102;1;1;11;2;1;46;31;15;0;3;3;3;4;30;0;3;0;12;18;6;3;3;3;3;13;3;28;19;9;0;0;3;0;4;18;0;3;0;184;104;80;0;3;8;6;13;115;20;19;0
200812;1011103;1;1;11;3;1;2354;1223;1131;19;119;275;70;211;1201;230;183;46;297;636;224;126;416;324;229;486;137;1363;696;667;6;16;87;24;144;808;143;110;25;4712;2509;2203;29;165;329;86;409;2300;636;562;196
200812;1011104;1;1;11;4;1;2404;1243;1161;34;172;287;102;357;1159;177;92;24;177;409;137;146;229;541;441;433;205;1387;730;657;10;30;88;36;229;812;96;68;18;3747;1941;1806;40;199;342;119;583;1912;309;188;55
200812;1011105;1;1;11;5;1;454;229;225;3;31;17;11;37;269;62;21;3;83;125;30;6;60;18;49;177;19;311;167;144;0;15;14;7;18;205;40;9;3;875;484;391;3;34;33;26;61;526;102;80;10
200812;1011201;1;1;12;1;1;859;452;407;3;55;103;15;71;429;97;83;3;69;173;12;13;315;24;107;201;26;571;313;258;3;21;48;6;53;318;60;59;3;2120;1099;1021;6;83;149;43;190;1004;316;290;39
200812;1011202;1;1;12;2;1;121;61;60;3;9;12;0;13;75;6;3;0;42;45;0;6;15;0;9;43;3;88;46;42;0;6;0;0;10;66;3;3;0;456;241;215;6;18;41;3;35;264;47;42;0
200812;1011203;1;1;12;3;1;430;210;220;0;16;15;12;46;246;59;36;0;63;105;15;6;241;9;3;63;3;371;178;193;0;6;9;9;43;227;44;33;0;934;472;462;6;19;45;20;63;513;142;119;7
200812;1011204;1;1;12;4;1;1880;965;915;30;128;141;27;196;990;186;146;36;222;656;96;103;388;64;174;420;75;1251;653;598;9;33;61;6;117;779;137;91;18;5693;2872;2821;46;187;220;67;440;2552;818;1139;224
200812;1011301;1;1;13;1;1;1258;652;606;19;74;74;24;111;806;98;39;13;366;517;71;36;142;32;65;422;44;906;472;434;6;21;21;6;90;661;73;22;6;4565;2386;2179;52;175;160;46;369;2924;454;330;55
200812;1011302;1;1;13;2;1;3165;1566;1599;57;244;253;68;322;2004;149;59;9;1001;1328;132;105;280;170;103;1094;85;2113;1053;1060;9;27;63;34;267;1551;115;41;6;11793;6040;5753;134;642;744;190;970;7501;817;648;147
200812;1011303;1;1;13;3;1;2192;1125;1067;52;149;145;58;238;1296;142;97;15;460;710;109;82;318;79;140;813;50;1480;748;732;9;22;62;33;202;1022;85;39;6;8032;4110;3922;94;269;260;106;686;4230;747;1327;313
200812;1011304;1;1;13;4;1;1993;973;1020;24;169;277;75;201;914;135;153;45;133;392;73;113;318;184;168;738;80;1173;557;616;9;34;122;40;149;685;65;48;21;8237;3794;4443;49;260;413;129;649;2817;876;2370;674
200812;1011305;1;1;13;5;1;1378;724;654;24;81;162;39;122;756;101;90;3;166;424;61;40;201;133;131;415;34;879;471;408;0;23;63;21;83;581;80;28;0;6079;2959;3120;36;152;255;96;500;2444;619;1710;267
200812;1011306;1;1;13;6;1;1974;1069;905;31;169;155;52;270;1097;95;96;9;208;438;109;109;170;430;126;535;166;1223;668;555;6;24;60;27;216;783;53;51;3;7348;3781;3567;68;281;276;105;712;3753;714;1247;192
200812;1011401;1;1;14;1;1;3276;1666;1610;58;244;241;30;358;2177;86;70;12;1103;1537;200;85;300;126;97;1047;84;2280;1181;1099;6;44;72;18;285;1747;59;46;3;12995;6658;6337;187;694;659;133;1063;8772;613;674;200
200812;1011402;1;1;14;2;1;2548;1289;1259;55;221;110;19;217;1809;82;25;10;991;1246;89;77;187;73;55;844;66;1802;915;887;16;52;21;7;183;1437;61;22;3;11018;5608;5410;188;673;454;99;690;7709;534;475;196
200812;1022101;1;2;21;1;1;1248;720;528;15;69;103;39;137;710;108;60;7;94;343;203;118;53;178;233;244;79;861;516;345;3;15;46;24;86;559;74;51;3;2873;1592;1281;31;106;144;51;416;1608;241;227;49
200812;1022102;1;2;21;2;1;3045;1652;1393;34;240;320;106;302;1607;276;141;19;272;727;349;351;111;707;422;532;195;2095;1122;973;9;69;165;63;203;1226;221;123;16;5480;3009;2471;54;305;402;137;665;2859;545;389;124
200812;1022103;1;2;21;3;1;76;39;37;3;9;3;0;15;37;9;0;0;0;7;4;6;9;36;6;3;9;37;21;16;0;0;0;0;6;25;6;0;0;163;96;67;3;12;17;0;24;77;24;3;3
200812;1022104;1;2;21;4;1;7284;3777;3507;117;529;749;231;784;3688;732;411;43;685;1671;737;770;421;1717;746;1403;556;4499;2355;2144;25;92;264;110;511;2669;501;303;24;16420;8546;7874;199;741;1064;352;1933;8443;1855;1497;336
200812;1022105;1;2;21;5;1;2386;1261;1125;41;191;345;102;241;1102;229;122;13;214;450;172;255;152;574;423;344;188;1419;727;692;6;33;111;52;170;802;147;88;10;4423;2316;2107;50;229;419;119;490;2200;458;376;82
200812;1022106;1;2;21;6;1;3174;1625;1549;52;207;376;115;272;1597;353;157;45;481;933;311;227;280;467;296;709;262;1709;857;852;6;34;95;43;187;1037;202;84;21;10696;5187;5509;112;446;740;211;834;5327;1309;1287;430
200812;1022201;1;2;22;1;1;4488;2363;2125;50;321;531;164;481;2345;356;225;15;477;943;335;352;217;1347;427;840;362;2714;1448;1266;10;57;172;80;310;1646;245;182;12;9660;5131;4529;91;439;750;228;1261;5151;823;761;156
200812;1022202;1;2;22;2;1;915;447;468;17;83;170;60;89;380;64;52;0;37;76;30;31;55;432;104;116;101;501;250;251;0;7;70;26;57;262;40;39;0;1454;711;743;17;97;200;77;148;657;119;133;6
200812;1022203;1;2;22;3;1;3529;1767;1762;67;270;478;149;352;1606;334;240;33;215;575;283;288;199;1251;470;405;341;2064;1036;1028;6;39;164;75;205;1114;247;196;18;6294;3182;3112;85;340;535;181;682;2880;690;699;202
200812;1022204;1;2;22;4;1;1811;927;884;13;128;188;63;193;943;151;114;18;244;470;172;100;192;343;215;371;120;1036;551;485;9;22;54;30;121;625;90;76;9;5530;2675;2855;37;218;343;109;466;2721;683;742;211
200812;1022205;1;2;22;5;1;1565;766;799;22;147;224;88;130;647;136;131;40;96;311;167;92;266;268;230;272;126;781;371;410;4;27;76;42;71;373;82;81;25;2993;1469;1524;29;168;286;110;245;1172;371;462;150
200812;1022206;1;2;22;6;1;1016;533;483;9;73;116;49;95;520;101;44;9;159;286;96;44;106;191;63;258;68;559;295;264;0;6;36;26;63;335;56;31;6;2940;1548;1392;24;134;175;74;248;1588;317;295;85
200812;1022207;1;2;22;7;1;2349;1223;1126;12;99;158;38;480;1270;142;135;15;479;812;217;94;206;138;150;821;128;1654;894;760;9;9;29;7;423;1013;79;82;3;5777;2942;2835;30;176;265;73;718;2562;725;936;292
200812;1033101;1;3;31;1;1;12368;6599;5769;232;1062;1702;543;1375;5809;892;687;66;583;2363;1351;1275;560;4632;1372;1350;816;7984;4331;3653;49;223;744;301;953;4436;708;537;33;22474;11724;10750;321;1349;2079;708;2589;10686;1998;2158;586
200812;1033102;1;3;31;2;1;6112;3208;2904;88;504;873;279;659;2899;470;308;32;354;988;454;630;244;2581;584;582;503;3874;2081;1793;6;121;401;172;376;2186;334;250;28;10513;5449;5064;112;601;999;353;1227;5075;977;970;199
200812;1033201;1;3;32;1;1;7861;3926;3935;137;843;1274;438;796;3308;548;452;65;266;799;417;417;583;3382;1248;619;813;3891;1983;1908;22;146;417;177;453;2044;320;287;25;12349;6048;6301;156;966;1441;520;1203;5262;1104;1336;361
200812;1033202;1;3;32;2;1;4752;2392;2360;100;410;565;212;453;2297;378;302;35;233;832;515;275;252;2032;399;501;461;2501;1245;1256;24;39;176;96;235;1500;223;188;20;9273;4473;4800;130;453;711;302;822;4019;1020;1357;459
200812;1033203;1;3;32;3;1;7457;3990;3467;140;664;1043;373;778;3459;528;432;40;319;1171;699;825;366;2793;914;850;538;4615;2457;2158;28;162;434;213;479;2547;389;332;31;12585;6670;5915;170;785;1235;453;1338;6027;1134;1169;274
200812;1044101;1;4;41;1;1;7124;3857;3267;104;576;738;232;714;3728;675;332;25;509;1553;761;747;354;2189;585;1145;551;4335;2416;1919;18;106;268;116;435;2656;483;237;16;17988;9242;8746;141;825;1172;398;1831;8663;2076;2389;493
200812;1044102;1;4;41;2;1;4194;2185;2009;57;277;396;120;420;2135;451;293;45;353;1233;756;459;216;1207;200;528;351;2465;1319;1146;3;45;141;50;277;1458;290;183;18;14653;6981;7672;115;475;831;301;1155;6048;1832;2783;1113
200812;1044103;1;4;41;3;1;3475;1897;1578;52;226;334;112;335;1913;310;180;13;271;732;353;267;270;942;288;757;219;2347;1316;1031;9;63;163;65;239;1444;227;127;10;7332;3891;3441;68;327;460;151;789;3999;694;698;146
200812;1044201;1;4;42;1;1;13455;7113;6342;201;1189;1915;612;1439;6380;935;712;72;658;2230;1110;1485;451;5095;1567;1640;987;8595;4628;3967;52;256;807;365;955;4835;689;585;51;20258;10677;9581;244;1332;2113;756;2366;9551;1701;1787;408
200812;1044202;1;4;42;2;1;8404;4569;3835;105;561;896;332;1088;4554;507;321;40;607;1864;888;649;314;2044;902;2185;446;5921;3233;2688;38;159;404;186;870;3610;375;248;31;14840;8071;6769;145;706;1078;411;2046;8138;1176;958;182
200812;1044203;1;4;42;3;1;8219;4512;3707;122;592;906;304;892;4046;775;513;69;586;1661;802;737;264;3045;752;1224;536;5575;3109;2466;32;133;359;168;605;3194;611;431;42;14408;7602;6806;159;716;1050;364;1619;6875;1448;1522;655
200812;11010101;11;1;1;1;2;28;10;18;0;0;6;0;3;10;6;3;0;0;9;6;0;13;0;0;3;3;12;3;9;0;0;3;0;0;6;3;0;0;478;260;218;6;15;49;9;27;218;71;70;13
200812;11010102;11;1;1;2;2;51;24;27;0;6;0;3;3;24;9;6;0;21;33;3;6;6;0;0;0;6;27;12;15;0;0;0;3;3;12;9;0;0;2422;1220;1202;9;83;141;58;313;1189;282;297;50
200812;11010103;11;1;1;3;2;37;15;22;0;0;3;0;0;24;0;10;0;0;16;9;0;15;0;3;3;0;12;9;3;0;0;0;0;0;9;0;3;0;1172;601;571;9;42;77;38;154;618;111;110;13
200812;11010204;11;1;2;4;2;1510;743;767;22;167;187;64;167;701;118;68;16;31;170;74;68;789;29;18;414;22;582;267;315;3;12;70;24;38;385;31;12;7;8768;4349;4419;97;516;656;241;1388;4239;805;670;156
200812;11010205;11;1;2;5;2;1139;573;566;15;97;157;51;119;557;70;58;15;12;124;49;39;639;40;10;281;6;434;219;215;0;7;46;22;35;300;21;3;0;6532;3298;3234;55;314;414;158;986;3237;641;640;87
200812;11010206;11;1;2;6;2;688;330;358;6;70;98;29;46;316;56;46;21;18;120;53;30;340;12;12;161;13;293;142;151;0;15;38;19;22;181;9;9;0;5989;2783;3206;42;260;413;120;788;2814;667;729;156
200812;11010207;11;1;2;7;2;614;299;315;7;39;66;35;42;276;73;64;12;27;148;73;43;305;3;12;100;3;223;112;111;0;6;12;12;27;136;24;6;0;6575;3092;3483;65;289;405;147;939;3035;611;775;309
200812;11010308;11;1;3;8;2;1643;812;831;13;170;221;77;167;798;111;68;18;43;165;55;122;863;33;27;409;24;642;335;307;0;27;72;42;54;412;26;9;0;10975;5420;5555;69;477;581;230;1299;5181;1449;1349;340
200812;11010309;11;1;3;9;2;1437;717;720;15;148;223;81;156;640;99;69;6;50;190;77;371;512;15;29;314;6;770;390;380;3;27;122;56;91;427;32;12;0;9525;4778;4747;90;502;707;251;1181;4525;1043;1028;198
200812;11010310;11;1;3;10;2;316;151;165;9;27;38;9;28;134;38;24;9;6;52;18;24;136;9;12;77;6;101;42;59;0;3;12;3;9;67;4;3;0;5089;2556;2533;36;159;205;72;625;2342;884;666;100
200812;11020411;11;2;4;11;2;720;406;314;15;63;64;23;119;332;40;52;12;33;146;47;57;158;24;80;224;31;461;280;181;6;27;21;13;107;254;12;18;3;7379;3674;3705;70;247;404;142;775;3293;1053;1201;194
200812;11020412;11;2;4;12;2;653;313;340;15;70;96;22;39;324;30;51;6;25;107;40;33;266;31;15;191;10;299;137;162;6;16;32;12;21;194;12;6;0;6026;2837;3189;52;246;378;122;483;2460;954;999;332
200812;11020513;11;2;5;13;2;175;123;52;0;19;21;0;19;57;18;32;9;13;86;24;0;37;0;0;39;13;60;39;21;0;3;6;0;9;33;0;6;3;3328;1633;1695;40;142;217;52;276;1508;446;495;152
200812;11020514;11;2;5;14;2;775;398;377;19;66;36;13;146;407;36;34;18;31;173;62;12;186;27;148;217;12;559;298;261;13;51;18;4;125;327;15;3;3;7674;3692;3982;78;293;308;102;836;3868;767;1112;310
200812;11020515;11;2;5;15;2;1856;916;940;37;171;264;83;174;860;123;107;37;62;275;85;87;777;31;50;602;34;906;458;448;12;38;98;49;87;552;46;24;0;13688;6564;7124;95;518;889;334;1211;5441;2375;2342;483
200812;11020516;11;2;5;16;2;280;126;154;3;28;30;12;24;144;12;21;6;25;95;40;5;69;6;7;79;19;110;46;64;0;0;6;6;11;81;3;3;0;3712;1810;1902;21;169;216;68;312;1743;453;587;143
200812;11030617;11;3;6;17;2;1320;636;684;30;117;185;67;212;553;56;82;18;60;185;65;155;437;72;201;239;31;741;359;382;11;37;111;45;112;377;21;21;6;6011;2843;3168;59;235;299;111;663;2075;878;1415;276
200812;11030618;11;3;6;18;2;2384;1182;1202;34;215;230;96;321;1109;189;157;33;61;512;155;84;918;31;185;621;33;1225;603;622;3;54;102;52;184;706;83;26;15;15048;7170;7878;81;502;723;283;1519;5588;2175;3555;622
200812;11030619;11;3;6;19;2;1728;860;868;25;138;201;79;161;860;106;127;31;71;212;52;75;805;44;47;524;21;782;377;405;6;24;77;43;71;528;24;9;0;9775;4697;5078;78;341;525;196;1076;3616;1239;2239;465
200812;11030720;11;3;7;20;2;1473;1038;435;9;42;27;36;274;875;155;46;9;185;846;442;88;179;21;33;300;6;1292;919;373;0;18;15;27;249;807;143;30;3;2893;1817;1076;21;96;86;62;544;1608;265;150;61
200812;11030721;11;3;7;21;2;2404;1335;1069;39;197;194;126;237;1324;115;131;41;198;763;336;173;627;76;104;624;37;1377;817;560;3;34;74;87;143;930;58;36;12;19377;9499;9878;178;798;806;332;2285;9914;1638;2547;879
200812;11030824;11;3;8;24;2;2548;1270;1278;44;173;286;99;368;1286;145;129;18;88;436;130;312;873;72;154;656;45;1419;727;692;15;37;126;40;242;875;53;31;0;9884;4808;5076;86;384;675;229;1168;4074;1155;1905;208
200812;11040925;11;4;9;25;2;420;212;208;6;19;47;21;43;260;9;15;0;67;168;61;40;68;19;3;119;3;263;135;128;0;0;12;9;34;190;6;12;0;3113;1671;1442;57;200;226;54;346;2034;107;76;13
200812;11040926;11;4;9;26;2;2682;1424;1258;22;257;260;98;270;1485;145;114;31;185;746;317;193;714;76;118;780;55;1618;892;726;0;47;124;68;161;1103;79;29;7;24625;12387;12238;227;1071;1128;386;3037;12593;2490;2987;706
200812;11041022;11;4;10;22;2;699;395;304;9;36;70;33;92;355;52;37;15;24;162;101;18;254;12;25;210;18;361;225;136;0;6;21;15;50;248;15;3;3;4752;2363;2389;31;122;174;84;445;1808;446;1394;248
200812;11041023;11;4;10;23;2;1152;564;588;30;106;163;77;135;486;76;67;12;21;129;49;126;543;29;28;265;32;532;261;271;15;3;76;41;78;285;25;9;0;5615;2730;2885;69;251;377;130;619;2225;814;825;305
200812;11041027;11;4;10;27;2;359;188;171;3;28;48;9;36;175;25;29;6;10;50;24;20;172;9;6;95;7;161;80;81;0;3;12;6;20;108;9;0;3;2666;1304;1362;9;92;174;52;277;1188;340;354;180
200812;11041128;11;4;11;28;2;3876;1972;1904;55;297;446;112;462;1862;280;300;62;196;873;248;280;1398;130;263;857;75;2216;1186;1030;15;86;189;68;302;1344;145;61;6;24319;11397;12922;161;777;1115;364;2139;8289;3048;6997;1429
200812;11051229;11;5;12;29;2;286;153;133;10;33;16;13;21;150;19;21;3;27;103;43;12;70;6;3;71;21;131;73;58;0;0;3;7;15;91;9;6;0;2528;1297;1231;44;173;130;34;177;1315;272;325;58
200812;11051330;11;5;13;30;2;734;389;345;9;49;59;4;155;394;19;30;15;84;309;91;12;170;19;27;164;33;442;255;187;0;0;9;4;136;274;10;6;3;7279;3498;3781;76;337;404;119;780;3837;644;799;283
200812;11051331;11;5;13;31;2;637;277;360;9;55;104;19;69;262;55;42;22;69;179;46;67;249;13;19;91;19;316;143;173;0;12;19;3;42;187;40;6;7;8803;4203;4600;66;425;686;142;649;3950;938;1581;366
200812;11051332;11;5;13;32;2;373;201;172;6;42;59;12;12;177;27;38;0;57;129;42;13;106;10;19;69;27;194;94;100;0;3;14;12;9;122;12;22;0;5034;2439;2595;54;324;418;99;327;2452;489;644;227
200812;12103115;12;10;31;15;2;2077;1105;972;24;122;223;48;210;1048;244;148;10;107;394;231;192;194;636;205;257;199;1063;569;494;6;13;69;18;113;602;149;86;7;6914;3361;3553;58;233;426;114;654;3097;813;1181;338
200812;12103116;12;10;31;16;2;2830;1454;1376;78;280;382;100;233;1346;239;141;31;174;575;352;346;176;935;229;318;251;1454;725;729;13;38;131;41;129;857;150;76;19;8427;4166;4261;120;429;689;258;809;3778;925;1078;341
200812;12103117;12;10;31;17;2;3253;1640;1613;71;284;382;126;281;1649;261;177;22;132;632;419;513;136;1018;301;338;315;1702;888;814;13;28;130;55;146;1017;167;130;16;9039;4434;4605;90;421;648;223;836;4118;1044;1332;327
200812;12103218;12;10;32;18;2;3660;1895;1765;55;290;536;192;267;1731;334;213;42;201;882;587;326;180;1171;307;410;384;1735;905;830;3;44;135;85;115;1019;190;126;18;12096;5758;6338;97;481;969;386;958;5001;1400;2004;800
200812;12103219;12;10;32;19;2;2230;1125;1105;25;196;305;55;193;1019;268;149;20;200;608;344;201;104;645;211;230;231;1100;557;543;13;31;77;9;108;611;159;83;9;7971;3694;4277;64;314;496;180;685;3191;1040;1381;620
200812;12103220;12;10;32;20;2;828;409;419;16;58;64;35;41;450;115;40;9;76;265;174;124;69;162;45;92;71;366;184;182;0;3;12;3;25;239;57;21;6;4445;2083;2362;46;129;229;86;302;1924;551;922;256
200812;12214125;12;21;41;25;2;1015;525;490;12;68;114;68;73;516;104;51;9;179;337;124;76;54;186;40;192;130;428;215;213;0;6;15;6;39;273;46;37;6;6075;3100;2975;25;175;426;190;411;2637;957;1061;193
200812;12214126;12;21;41;26;2;2140;1008;1132;25;159;308;73;179;1010;238;117;31;139;593;395;178;420;463;85;209;192;847;390;457;3;18;72;19;60;528;95;45;7;7517;3499;4018;49;311;587;177;590;3074;980;1304;445
200812;12214421;12;21;44;21;2;464;250;214;3;43;61;22;32;238;47;9;9;70;179;94;47;21;67;36;77;37;226;120;106;0;9;18;9;20;139;22;0;9;2254;1099;1155;18;94;118;48;187;1018;267;382;122
