"ZEIT";"RAUMID";"BEZ";"PGR";"BZR";"PLR";"STADTRAUM";"MH_E";"MH_EM";"MH_EW";"MH_U1";"MH_1U6";"MH_6U15";"MH_15U18";"MH_18U25";"MH_25U55";"MH_55U65";"MH_65U80";"MH_80U110";"HK_EU15";"HK_EU28";"HK_Polen";"HK_EheJug";"HK_EheSU";"HK_Turk";"HK_Arab";"HK_Sonst";"HK_NZOrd";"E_A";"E_AM";"E_AW";"E_AU1";"E_A1U6";"E_A6U15";"E_A15U18";"E_A18U25";"E_A25U55";"E_A55U65";"E_A65U80";"E_A80U110";"E_E";"E_EM";"E_EW";"E_U1";"E_1U6";"E_6U15";"E_15U18";"E_18U25";"E_25U55";"E_55U65";"E_65U80";"E_80U110"
201312;10020621;10;2;6;21;2;615;298;317;6;52;84;20;80;263;66;34;10;13;197;83;22;249;22;13;97;15;286;139;147;0;15;21;7;58;164;15;6;0;5892;2952;2940;69;374;519;128;722;2935;604;436;105
201312;10020622;10;2;6;22;2;930;457;473;16;82;112;15;62;427;97;70;49;48;321;148;58;409;28;15;96;3;354;183;171;3;24;19;0;33;222;36;14;3;8687;3996;4691;76;402;522;121;551;3532;1585;1342;556
201312;10020623;10;2;6;23;2;531;236;295;9;33;66;13;45;214;74;58;19;10;98;38;12;307;3;16;83;12;154;64;90;0;3;13;3;6;105;21;3;0;6517;3048;3469;39;264;383;111;376;2811;1067;1114;352
201312;10030724;10;3;7;24;2;1178;618;560;6;22;84;8;372;571;52;50;13;238;483;79;12;248;36;70;304;25;785;407;378;0;3;15;0;334;418;15;0;0;7851;3845;4006;39;220;414;117;730;3211;1349;1382;389
201312;10030725;10;3;7;25;2;751;429;322;6;27;68;38;92;343;49;98;30;44;211;106;26;304;27;43;110;30;386;270;116;3;6;6;32;68;229;15;21;6;5950;3050;2900;42;207;329;129;427;2471;1111;936;298
201312;10030726;10;3;7;26;2;207;102;105;3;13;32;16;3;116;15;6;3;9;71;26;15;61;3;3;42;12;71;33;38;0;3;6;7;0;52;3;0;0;2776;1347;1429;24;126;188;64;106;1182;396;448;242
201312;10030727;10;3;7;27;2;707;348;359;9;53;100;35;57;313;73;52;15;49;222;74;18;230;10;24;155;48;214;112;102;0;3;3;6;31;153;9;9;0;9112;4535;4577;57;401;648;219;468;4040;1525;1398;356
201312;10040828;10;4;8;28;2;392;182;210;3;25;53;30;25;177;28;42;9;43;145;51;3;167;12;3;52;10;144;73;71;0;0;6;10;3;103;13;9;0;7649;3781;3868;57;329;578;216;463;3541;1244;1013;208
201312;10040829;10;4;8;29;2;185;91;94;0;19;32;10;9;85;9;18;3;33;83;15;7;35;20;13;21;6;78;46;32;0;0;3;4;6;53;9;3;0;3576;1751;1825;24;133;270;94;175;1624;487;611;158
201312;10040830;10;4;8;30;2;386;188;198;6;31;48;12;28;155;54;37;15;29;134;43;3;114;0;6;95;34;119;63;56;0;0;0;0;18;74;17;7;3;7370;3680;3690;48;260;557;180;368;3105;1335;1268;249
201312;10040931;10;4;9;31;2;470;231;239;10;39;56;25;25;235;43;30;7;68;149;36;15;154;26;13;73;40;145;73;72;0;3;3;3;12;108;13;3;0;9004;4504;4500;67;330;568;240;484;4159;1496;1314;346
201312;10040932;10;4;9;32;2;232;112;120;0;13;35;9;16;112;15;22;10;30;90;34;3;90;9;3;27;10;99;51;48;0;0;6;3;6;69;6;6;3;3888;1950;1938;18;155;268;86;244;1738;631;630;118
201312;10040933;10;4;9;33;2;642;296;346;3;48;88;12;32;299;85;62;13;57;243;76;13;214;18;18;81;55;199;82;117;0;0;9;0;16;154;13;3;4;14191;7068;7123;69;528;1060;380;696;6277;2334;2385;462
201312;1011101;1;1;11;1;1;1611;873;738;12;90;71;16;275;842;162;118;25;292;482;90;43;287;58;191;471;79;1060;586;474;0;21;27;13;235;601;93;52;18;3060;1585;1475;20;99;89;22;375;1376;407;530;142
201312;1011102;1;1;11;2;1;63;35;28;0;3;6;0;3;51;0;0;0;15;33;12;7;0;0;4;19;0;44;22;22;0;3;0;0;3;38;0;0;0;184;99;85;0;6;9;0;12;110;16;31;0
201312;1011103;1;1;11;3;1;2696;1437;1259;33;157;279;75;303;1312;292;191;54;372;766;200;173;383;302;277;624;171;1589;885;704;6;40;91;25;240;900;161;105;21;4880;2668;2212;40;201;329;87;482;2312;691;589;149
201312;1011104;1;1;11;4;1;2660;1401;1259;33;167;329;96;407;1342;119;139;28;356;639;145;68;247;473;454;565;214;1474;776;698;6;26;36;15;281;949;59;78;24;4173;2258;1915;46;196;370;121;593;2274;286;253;34
201312;1011105;1;1;11;5;1;617;335;282;3;38;41;27;45;356;76;28;3;117;187;34;0;120;28;92;175;15;417;231;186;0;26;22;15;36;247;55;13;3;1098;616;482;3;50;63;27;69;585;167;115;19
201312;1011201;1;1;12;1;1;991;528;463;11;54;105;24;100;505;100;80;12;133;306;27;0;276;37;116;210;46;604;332;272;0;10;25;9;72;376;51;55;6;2071;1074;997;11;70;133;30;184;979;305;295;64
201312;1011202;1;1;12;2;1;208;100;108;0;13;10;6;15;131;24;3;6;64;92;9;0;25;0;6;78;7;150;75;75;0;6;3;3;15;96;18;3;6;502;264;238;4;17;14;15;33;273;71;59;16
201312;1011203;1;1;12;3;1;429;237;192;6;19;29;9;50;246;46;18;6;95;167;18;0;133;3;12;105;9;328;179;149;3;12;7;6;38;213;40;6;3;890;469;421;9;25;48;9;71;493;104;96;35
201312;1011204;1;1;12;4;1;2215;1084;1131;13;114;208;45;194;1230;233;144;34;358;781;102;67;467;73;213;522;92;1330;669;661;0;22;53;17;137;868;143;78;12;5959;2962;2997;34;151;281;86;396;2734;851;1134;292
201312;1011301;1;1;13;1;1;1728;859;869;22;103;122;22;143;1135;121;54;6;546;807;113;28;211;42;58;523;59;1212;603;609;4;38;40;3;117;891;84;35;0;5141;2639;2502;61;267;237;50;313;3240;510;401;62
201312;1011302;1;1;13;2;1;4009;1999;2010;42;269;401;81;338;2620;175;71;12;1413;1865;179;83;338;168;114;1340;101;2662;1305;1357;3;53;80;13;293;2043;117;54;6;12118;6166;5952;122;606;942;220;780;7648;951;673;176
201312;1011303;1;1;13;3;1;2953;1548;1405;40;181;192;57;337;1833;183;105;25;793;1168;154;79;351;87;128;1073;67;1991;1029;962;13;23;50;18;272;1444;118;44;9;8359;4359;4000;71;308;295;105;681;4531;836;1180;352
201312;1011304;1;1;13;4;1;2502;1220;1282;36;192;311;89;285;1248;140;146;55;294;562;92;161;321;221;181;946;110;1425;693;732;6;43;74;36;198;917;85;49;17;8298;3864;4434;55;295;444;134;571;3047;912;1981;859
201312;1011305;1;1;13;5;1;1929;1050;879;31;131;150;63;174;1140;100;116;24;354;655;90;32;295;154;175;561;57;1187;690;497;6;33;32;15;114;866;52;63;6;6693;3373;3320;52;219;260;80;468;2987;692;1434;501
201312;1011306;1;1;13;6;1;2573;1298;1275;16;201;256;64;249;1501;175;101;10;412;786;176;111;214;479;135;637;211;1528;782;746;4;26;43;36;190;1067;113;49;0;8130;4152;3978;49;340;370;128;526;4277;941;1211;288
201312;1011401;1;1;14;1;1;5038;2499;2539;79;423;454;86;449;3279;167;83;18;1831;2503;261;302;469;101;176;1395;92;3572;1814;1758;15;154;182;49;382;2595;121;62;12;14791;7534;7257;188;946;1010;213;929;9706;969;633;197
201312;1011402;1;1;14;2;1;3831;1913;1918;70;305;253;24;300;2671;128;73;7;1601;2051;181;27;273;93;86;1201;100;2661;1337;1324;20;70;57;3;242;2137;88;44;0;12343;6204;6139;183;833;750;112;664;8456;628;548;169
201312;1022101;1;2;21;1;1;1613;919;694;21;103;140;48;205;886;122;72;16;186;695;290;111;51;150;277;223;106;1110;652;458;6;45;58;30;146;666;92;60;7;3339;1885;1454;30;131;183;68;474;1904;277;215;57
201312;1022102;1;2;21;2;1;3355;1812;1543;45;215;316;108;377;1786;290;208;10;381;1080;376;251;158;605;416;628;217;2237;1217;1020;9;72;85;49;250;1378;221;169;4;6075;3307;2768;62;270;376;132;837;3272;579;446;101
201312;1022103;1;2;21;3;1;148;79;69;9;17;21;0;17;71;4;6;3;15;15;0;3;6;30;26;58;10;94;51;43;6;0;12;0;13;59;4;0;0;232;132;100;9;20;27;0;23;125;7;18;3
201312;1022104;1;2;21;4;1;8026;4169;3857;107;490;753;260;847;4264;679;556;70;1027;2422;796;496;483;1591;929;1567;538;4825;2550;2275;22;69;133;122;526;3088;448;378;39;17403;8993;8410;152;754;1065;348;1993;9277;1920;1578;316
201312;1022105;1;2;21;5;1;2690;1415;1275;35;191;304;139;300;1327;208;177;9;320;769;228;177;165;542;432;413;192;1543;800;743;7;45;60;33;196;928;128;137;9;4980;2608;2372;50;237;368;170;632;2519;508;405;91
201312;1022106;1;2;21;6;1;3971;2053;1918;49;288;441;125;408;2021;392;226;21;677;1227;300;372;383;435;421;839;294;2273;1190;1083;12;103;129;40;289;1374;222;98;6;11517;5695;5822;92;532;788;251;963;5710;1477;1348;356
201312;1022201;1;2;22;1;1;4746;2469;2277;60;300;494;149;579;2520;329;289;26;748;1381;368;250;288;1152;421;890;364;2796;1453;1343;14;63;111;37;398;1738;203;212;20;10344;5465;4879;112;463;647;204;1327;5788;880;777;146
201312;1022202;1;2;22;2;1;964;465;499;6;79;146;66;104;420;61;73;9;61;116;36;21;61;387;129;135;115;453;217;236;0;6;16;18;51;267;32;57;6;1490;727;763;10;100;162;72;178;677;141;138;12
201312;1022203;1;2;22;3;1;3691;1806;1885;57;271;483;150;365;1689;308;314;54;312;791;276;274;198;1107;541;381;399;2018;972;1046;13;34;94;52;208;1134;206;243;34;6549;3326;3223;69;360;538;171;746;3024;667;739;235
201312;1022204;1;2;22;4;1;2034;1038;996;29;117;162;54;253;1101;181;114;23;372;718;217;80;197;334;167;427;111;1247;671;576;0;27;26;25;192;775;106;86;10;5696;2849;2847;57;235;298;93;516;2826;685;785;201
201312;1022205;1;2;22;5;1;1754;879;875;13;137;259;73;149;804;154;141;24;138;388;171;132;273;303;252;264;142;890;449;441;0;40;84;22;72;493;88;82;9;3125;1587;1538;27;171;299;93;301;1312;389;433;100
201312;1022206;1;2;22;6;1;1170;601;569;9;82;134;23;108;628;102;68;16;208;465;167;30;106;163;93;221;92;604;307;297;6;9;18;6;63;387;58;44;13;3085;1626;1459;32;137;217;45;247;1656;359;298;94
201312;1022207;1;2;22;7;1;2177;1166;1011;18;90;148;71;408;1031;197;188;26;383;789;204;59;264;122;133;681;129;1389;767;622;6;19;25;28;329;766;100;100;16;5390;2786;2604;27;171;252;108;593;2308;670;955;306
201312;1033101;1;3;31;1;1;14684;7711;6973;259;1259;1881;643;1781;7054;946;768;93;1227;4011;1256;1260;652;4530;1456;1754;1021;9271;4926;4345;81;388;538;304;1174;5455;676;604;51;25356;13216;12140;357;1603;2230;769;3230;12475;2082;2072;538
201312;1033102;1;3;31;2;1;6551;3414;3137;88;493;843;274;772;3209;462;370;40;516;1556;446;467;284;2439;617;648;540;4051;2178;1873;24;116;243;141;496;2386;318;296;31;11302;5835;5467;130;655;950;304;1376;5790;911;962;224
201312;1033201;1;3;32;1;1;8390;4272;4118;136;807;1364;436;795;3658;586;527;81;420;1128;416;352;540;3435;1350;743;842;3786;1942;1844;25;78;218;119;406;2317;279;324;20;12800;6399;6401;168;897;1499;484;1297;5662;1172;1241;380
201312;1033202;1;3;32;2;1;5214;2603;2611;87;436;655;209;508;2514;383;338;84;359;1027;469;229;416;1923;474;589;556;2505;1233;1272;6;62;77;72;312;1516;211;205;44;9632;4733;4899;112;533;776;254;879;4342;987;1271;478
201312;1033203;1;3;32;3;1;8293;4423;3870;123;686;1140;317;972;4031;523;447;54;716;1980;688;656;410;2634;1024;1001;588;4942;2635;2307;25;169;288;132;621;2994;336;340;37;13628;7249;6379;160;813;1274;371;1639;6811;1148;1142;270
201312;1044101;1;4;41;1;1;8556;4569;3987;118;558;912;259;903;4505;756;509;36;895;2733;966;579;425;2189;591;1399;640;5193;2831;2362;37;120;221;105;582;3242;499;357;30;19497;10021;9476;181;818;1263;413;2122;9686;2117;2363;534
201312;1044102;1;4;41;2;1;5363;2834;2529;88;417;482;163;511;2735;484;430;53;553;1865;826;403;185;1328;436;673;473;3105;1700;1405;9;106;105;71;341;1903;286;266;18;15373;7444;7929;134;638;806;294;1290;6622;1821;2672;1096
201312;1044103;1;4;41;3;1;3739;2011;1728;47;232;380;88;450;2007;286;225;24;442;1056;334;188;266;864;368;713;284;2315;1256;1059;13;38;114;42;279;1481;174;162;12;7912;4222;3690;73;314;465;112;1005;4395;754;656;138
201312;1044201;1;4;42;1;1;15044;8049;6995;188;1156;1922;664;1753;7394;988;872;107;1273;3676;1000;1301;571;4756;1762;1908;1070;9407;5090;4317;56;334;572;287;1151;5578;678;679;72;22719;12014;10705;234;1341;2094;735;3050;11178;1812;1834;441
201312;1044202;1;4;42;2;1;9118;4970;4148;129;552;886;312;1318;4979;588;322;32;1118;2742;867;449;365;1745;1118;2182;517;6182;3445;2737;34;208;237;120;1009;3901;418;238;17;16329;8840;7489;192;760;1044;360;2412;9183;1342;855;181
201312;1044203;1;4;42;3;1;8761;4763;3998;124;557;926;292;938;4463;705;666;90;867;2621;834;567;241;2793;832;1142;565;5734;3172;2562;37;135;244;143;623;3470;510;516;56;15639;8336;7303;173;713;1082;359;1789;7847;1464;1604;608
201312;11010101;11;1;1;1;2;35;19;16;0;3;4;0;4;21;3;0;0;0;7;3;0;10;6;0;3;9;9;6;3;0;0;0;0;0;9;0;0;0;535;311;224;0;21;43;15;31;266;82;62;15
201312;11010102;11;1;1;2;2;100;45;55;0;0;9;6;9;55;15;6;0;24;34;7;3;42;0;0;12;9;42;21;21;0;0;0;0;3;33;3;3;0;2513;1283;1230;16;87;187;66;120;1187;490;297;63
201312;11010103;11;1;1;3;2;115;74;41;3;13;9;9;6;62;6;4;3;6;28;7;0;67;0;0;16;4;42;32;10;0;3;0;3;6;30;0;0;0;1297;672;625;9;59;91;40;84;692;197;92;33
201312;11010204;11;1;2;4;2;1842;891;951;33;198;280;85;172;807;152;106;9;37;273;124;123;837;20;33;511;45;785;368;417;9;48;56;38;75;480;48;31;0;8631;4282;4349;101;573;749;237;782;4245;1075;729;140
201312;11010205;11;1;2;5;2;1439;707;732;26;120;224;54;124;632;184;63;12;41;262;126;64;694;39;32;316;32;582;282;300;7;31;35;12;55;365;70;7;0;6652;3358;3294;71;369;555;141;507;3176;1039;651;143
201312;11010206;11;1;2;6;2;762;368;394;15;57;90;24;83;335;96;46;16;34;159;50;16;355;34;21;168;9;346;170;176;3;15;18;15;57;201;27;7;3;5827;2763;3064;42;280;416;117;418;2655;947;746;206
201312;11010207;11;1;2;7;2;763;377;386;9;55;105;42;35;344;90;53;30;21;208;115;47;346;13;16;111;22;278;139;139;0;9;15;9;25;185;23;6;6;6729;3123;3606;74;379;486;158;478;3166;908;710;370
201312;11010308;11;1;3;8;2;2124;1036;1088;33;214;323;88;156;1003;192;85;30;49;263;111;171;998;61;26;549;56;842;414;428;13;34;67;33;65;562;56;12;0;11083;5486;5597;98;528;775;205;689;4716;2131;1501;440
201312;11010309;11;1;3;9;2;1781;920;861;29;180;280;71;181;770;161;91;18;69;292;140;401;603;25;53;376;31;897;459;438;6;59;99;31;96;503;68;35;0;9545;4825;4720;78;521;855;212;688;4358;1485;1068;280
201312;11010310;11;1;3;10;2;471;209;262;6;43;63;10;46;206;60;28;9;28;106;24;40;180;0;17;112;16;192;79;113;3;0;12;7;24;115;25;3;3;5280;2626;2654;36;217;289;58;335;2188;1197;810;150
201312;11020411;11;2;4;11;2;810;406;404;19;80;97;24;88;379;64;46;13;39;191;60;41;161;28;60;286;43;490;254;236;0;28;37;8;85;285;26;21;0;7410;3682;3728;74;332;426;144;442;3199;1271;1272;250
201312;11020412;11;2;4;12;2;779;380;399;4;71;127;40;70;348;60;40;19;28;140;34;15;317;45;12;238;12;343;170;173;0;10;32;18;31;216;33;3;0;6050;2857;3193;39;282;433;142;338;2409;969;1073;365
201312;11020513;11;2;5;13;2;232;104;128;9;18;29;3;18;100;9;34;12;36;113;35;3;46;3;6;40;21;91;33;58;3;9;6;3;9;55;0;3;3;3446;1681;1765;30;178;286;72;156;1522;459;534;209
201312;11020514;11;2;5;14;2;928;515;413;25;134;97;28;95;455;58;30;6;52;187;39;153;236;33;74;228;17;698;380;318;16;99;82;18;78;367;32;6;0;8135;3918;4217;70;433;444;127;579;4199;862;1064;357
201312;11020515;11;2;5;15;2;2587;1220;1367;55;278;375;108;209;1182;189;147;44;100;478;148;98;884;38;109;906;74;1325;628;697;15;68;123;58;133;807;75;40;6;14223;6805;7418;145;690;1016;304;924;5819;2106;2641;578
201312;11020516;11;2;5;16;2;299;145;154;6;18;66;6;24;142;27;7;3;9;81;53;11;45;12;9;116;25;99;45;54;0;3;3;6;6;71;10;0;0;3730;1817;1913;36;148;240;54;169;1736;615;568;164
201312;11030617;11;3;6;17;2;1538;747;791;28;186;194;30;186;739;83;72;20;62;219;67;157;420;71;231;405;35;859;405;454;7;58;86;17;129;490;58;14;0;6045;2856;3189;49;274;325;70;524;2318;583;1535;367
201312;11030618;11;3;6;18;2;3030;1489;1541;54;260;366;84;423;1435;173;199;36;136;551;154;193;1010;64;243;887;82;1588;756;832;12;70;120;32;284;955;65;37;13;15614;7465;8149;129;606;889;238;1221;6249;1819;3581;882
201312;11030619;11;3;6;19;2;2411;1184;1227;44;215;303;79;248;1173;202;110;37;148;429;131;101;928;67;108;715;63;1201;588;613;12;52;84;35;149;778;77;14;0;10460;5093;5367;92;465;658;193;863;4245;1067;2303;574
201312;11030720;11;3;7;20;2;2374;1617;757;31;128;164;15;507;1353;144;23;9;242;1167;519;240;213;26;91;618;19;2115;1456;659;19;94;114;12;468;1262;133;13;0;4431;2697;1734;43;199;215;34;836;2295;374;220;215
201312;11030721;11;3;7;21;2;3429;1965;1464;43;254;274;130;336;1927;275;145;45;355;1400;624;186;644;110;173;826;90;2084;1266;818;6;61;50;100;253;1418;145;51;0;21422;10764;10658;230;1017;1055;310;1572;11877;1992;2370;999
201312;11030824;11;3;8;24;2;2925;1460;1465;58;196;307;116;498;1388;198;122;42;148;572;172;359;841;77;190;809;77;1640;821;819;24;41;77;59;357;963;87;26;6;10050;4963;5087;96;429;613;244;1083;4245;1041;1943;356
201312;11040925;11;4;9;25;2;563;295;268;14;44;72;18;60;318;27;10;0;142;260;79;39;64;29;6;147;18;336;188;148;4;9;15;3;38;245;15;7;0;3492;1828;1664;62;279;310;63;222;2301;160;83;12
201312;11040926;11;4;9;26;2;3872;2052;1820;60;322;367;95;409;2123;326;148;22;382;1310;455;295;850;108;144;1084;81;2298;1242;1056;13;68;123;43;280;1557;173;38;3;26813;13442;13371;285;1290;1389;353;2352;14599;2795;2878;872
201312;11041022;11;4;10;22;2;1115;577;538;30;79;127;30;129;589;80;38;13;77;429;117;73;316;21;22;222;32;670;354;316;23;36;50;18;100;395;45;3;0;5032;2529;2503;42;152;226;51;461;2130;483;1166;321
201312;11041023;11;4;10;23;2;1438;723;715;22;161;173;57;193;652;98;48;34;49;188;72;144;602;43;86;338;37;726;355;371;4;52;55;27;103;429;41;9;6;5886;2871;3015;73;339;398;129;562;2391;790;860;344
201312;11041027;11;4;10;27;2;547;275;272;3;79;78;20;60;248;31;22;6;39;162;40;37;214;15;9;100;10;333;169;164;3;41;55;13;33;166;13;3;6;2731;1336;1395;23;154;190;55;250;1165;355;387;152
201312;11041128;11;4;11;28;2;4530;2131;2399;48;366;517;151;772;1993;317;276;90;282;1057;267;326;1482;139;331;1045;150;2624;1269;1355;15;135;165;69;608;1414;141;65;12;24797;11531;13266;160;896;1275;376;2004;8793;2801;6497;1995
201312;11051229;11;5;12;29;2;444;209;235;12;74;60;3;24;224;25;13;9;126;212;30;15;53;16;9;117;22;198;90;108;3;6;9;0;12;147;9;9;3;3355;1716;1639;66;331;304;41;102;1783;322;302;104
201312;11051330;11;5;13;30;2;1182;648;534;18;59;66;9;327;618;36;34;15;146;404;98;30;241;52;52;365;38;802;441;361;6;6;9;6;279;469;18;9;0;8137;3972;4165;105;438;520;150;795;4294;726;786;323
201312;11051331;11;5;13;31;2;767;378;389;3;62;123;21;52;376;50;67;13;90;286;83;51;269;16;25;81;39;355;196;159;0;4;21;3;30;242;29;26;0;9427;4481;4946;87;454;754;197;459;4205;1196;1572;503
201312;11051332;11;5;13;32;2;561;282;279;13;74;112;15;46;224;50;21;6;121;262;79;4;129;15;11;95;45;223;111;112;0;6;12;3;15;148;27;9;3;6080;2954;3126;70;530;664;152;248;2987;582;611;236
201312;12103115;12;10;31;15;2;2722;1387;1335;31;218;293;116;250;1351;275;165;23;134;735;380;198;198;738;223;390;240;1477;760;717;9;45;60;62;152;909;124;109;7;7409;3648;3761;70;324;472;183;672;3384;893;1057;354
201312;12103116;12;10;31;16;2;3513;1841;1672;69;293;483;139;328;1683;302;190;26;219;950;416;316;179;1043;316;384;325;1835;935;900;12;77;97;44;192;1115;180;112;6;8971;4484;4487;111;458;726;252;844;4230;1002;1012;336
201312;12103117;12;10;31;17;2;4372;2252;2120;58;400;493;160;425;2187;387;234;28;245;1349;701;364;207;1130;396;526;400;2404;1301;1103;18;75;153;52;249;1441;238;156;22;9740;4925;4815;92;550;701;245;938;4502;1161;1239;312
201312;12103218;12;10;32;18;2;4655;2375;2280;58;405;617;206;421;2243;377;312;16;311;1341;742;345;242;1329;347;567;484;2253;1119;1134;3;70;116;72;261;1358;214;153;6;12911;6184;6727;88;626;954;369;1151;5488;1480;1993;762
201312;12103219;12;10;32;19;2;2976;1514;1462;46;240;354;84;257;1472;285;224;14;209;879;439;222;117;822;251;349;336;1494;771;723;13;40;63;33;139;898;157;145;6;8524;4035;4489;68;387;539;160;720;3595;1044;1443;568
201312;12103220;12;10;32;20;2;1097;558;539;16;83;117;32;52;541;144;96;16;98;429;265;74;84;203;54;167;86;490;242;248;0;22;28;9;24;279;62;58;8;4570;2193;2377;31;177;246;96;317;1975;607;859;262
201312;12214125;12;21;41;25;2;1539;865;674;11;109;152;92;103;819;131;112;10;208;514;205;115;98;299;106;238;169;740;480;260;0;16;28;19;55;497;57;61;7;6980;3714;3266;48;267;414;206;500;3095;950;1211;289
201312;12214126;12;21;41;26;2;2256;1092;1164;28;164;283;99;139;1037;296;172;38;157;675;403;139;430;471;97;222;222;900;413;487;3;13;38;29;73;543;118;68;15;7467;3515;3952;67;332;563;177;513;3070;980;1351;414
