"ZEIT";"RAUMID";"BEZ";"PGR";"BZR";"PLR";"STADTRAUM";"MH_E.x";"MH_EM";"MH_EW";"MH_U1";"MH_1U6";"MH_6U15";"MH_15U18";"MH_18U25";"MH_25U55";"MH_55U65";"MH_65U80";"MH_80U110";"MH_E.y";"HK_EU15";"HK_EU28";"HK_Polen";"HK_EheJug";"HK_EheSU";"HK_Turk";"HK_Arab";"HK_Sonst";"HK_NZOrd";"E_A";"E_AM";"E_AW";"E_AU1";"E_A1U6";"E_A6U15";"E_A15U18";"E_A18U25";"E_A25U55";"E_A55U65";"E_A65U80";"E_A80U110";"E_E";"E_EM";"E_EW";"E_EU1";"E_E1U6";"E_E6U15";"E_E15U18";"E_E18U25";"E_E25U55";"E_E55U65";"E_E65U80";"E_E80U110"
201412;10020622;10;2;6;22;2;931;451;480;22;77;138;29;73;423;92;58;19;931;33;287;152;50;382;44;3;110;55;384;186;198;6;15;46;6;32;228;33;15;3;8717;3994;4723;77;372;561;148;472;3490;1573;1450;574
201412;10020623;10;2;6;23;2;548;270;278;9;48;65;6;26;290;59;36;9;548;16;95;48;22;298;8;9;93;23;174;83;91;0;6;9;3;9;129;12;6;0;6507;3047;3460;59;269;369;112;282;2775;1127;1118;396
201412;10030724;10;3;7;24;2;975;504;471;6;33;65;27;302;457;63;10;12;975;97;274;74;18;255;31;66;294;37;651;330;321;3;15;12;3;277;319;15;4;3;7728;3787;3941;46;230;426;148;602;3054;1367;1428;427
201412;10030725;10;3;7;25;2;699;369;330;12;37;76;34;65;328;64;58;25;699;27;111;40;21;273;24;36;182;52;321;191;130;0;9;12;19;43;205;18;12;3;5810;2930;2880;51;193;335;112;348;2398;1108;952;313
201412;10030726;10;3;7;26;2;203;98;105;3;22;24;3;13;123;15;0;0;203;9;54;18;10;70;6;0;50;13;74;37;37;0;3;6;0;4;52;9;0;0;2844;1369;1475;18;149;185;61;108;1179;422;441;281
201412;10030727;10;3;7;27;2;696;362;334;18;45;107;33;52;349;59;27;6;696;62;231;100;10;240;15;12;154;34;239;136;103;0;0;3;3;36;182;3;12;0;9188;4570;4618;60;376;702;216;435;4000;1583;1429;387
201412;10040828;10;4;8;28;2;376;173;203;3;39;54;15;31;173;46;12;3;376;44;102;36;3;178;21;9;48;15;148;74;74;0;3;0;6;13;101;13;12;0;7609;3750;3859;42;336;581;207;402;3448;1322;1041;230
201412;10040829;10;4;8;29;2;169;85;84;3;18;27;12;15;79;9;6;0;169;27;75;27;12;33;6;13;21;9;81;45;36;0;3;6;0;9;51;9;3;0;3583;1762;1821;21;145;271;96;178;1572;495;632;173
201412;10040830;10;4;8;30;2;360;175;185;7;27;75;15;18;135;53;27;3;360;39;113;42;9;121;0;22;83;12;135;68;67;4;3;3;3;6;88;16;9;3;7426;3689;3737;32;288;576;201;324;3011;1396;1329;269
201412;10040931;10;4;9;31;2;488;253;235;6;52;62;24;37;238;46;17;6;488;55;133;43;18;166;21;6;104;40;182;87;95;0;0;3;6;24;130;13;3;3;9124;4570;4554;60;384;607;231;446;4089;1577;1357;373
201412;10040932;10;4;9;32;2;245;125;120;3;22;37;9;22;128;21;0;3;245;24;96;33;9;96;9;9;26;0;125;70;55;0;6;3;3;15;86;12;0;0;3905;1948;1957;24;143;268;93;219;1715;659;635;149
201412;10040933;10;4;9;33;2;651;297;354;6;55;107;19;38;329;72;13;12;651;100;291;83;6;184;15;33;91;31;267;120;147;3;7;15;9;24;187;12;7;3;14405;7153;7252;96;541;1102;372;663;6234;2428;2433;536
201412;1011101;1;1;11;1;1;1677;881;796;16;90;88;24;265;908;159;102;25;1677;307;520;102;37;263;61;182;499;115;1140;616;524;7;25;27;6;239;656;104;57;19;3114;1606;1508;19;101;101;30;338;1416;380;567;162
201412;1011102;1;1;11;2;1;63;38;25;0;3;10;0;3;44;3;0;0;63;19;38;12;3;6;0;3;9;4;44;29;15;0;3;0;0;3;38;0;0;0;194;110;84;0;6;16;0;10;94;31;31;6
201412;1011103;1;1;11;3;1;2782;1501;1281;34;168;283;93;330;1339;304;179;52;2782;426;867;189;133;386;306;355;580;155;1740;982;758;10;51;87;37;254;967;166;134;34;5130;2788;2342;41;206;333;109;500;2367;721;625;228
201412;1011104;1;1;11;4;1;2761;1451;1310;31;197;299;105;393;1445;160;98;33;2761;374;720;152;52;231;450;493;617;198;1593;837;756;6;33;40;33;277;1039;85;53;27;4403;2372;2031;44;235;359;128;585;2422;340;235;55
201412;1011105;1;1;11;5;1;590;306;284;9;54;45;23;36;342;47;25;9;590;102;147;24;9;136;12;119;142;25;429;223;206;6;29;23;14;30;261;38;22;6;1097;602;495;15;63;63;26;52;597;137;123;21
201412;1011201;1;1;12;1;1;985;521;464;12;45;107;28;95;524;111;54;9;985;127;285;28;6;282;33;104;191;84;608;337;271;3;6;36;6;55;393;64;39;6;2055;1067;988;21;54;135;38;155;970;316;286;80
201412;1011202;1;1;12;2;1;200;91;109;0;9;22;6;18;107;28;10;0;200;77;90;6;9;19;6;0;76;0;145;64;81;0;0;9;0;18;92;19;7;0;498;260;238;3;12;34;9;33;276;62;65;4
201412;1011203;1;1;12;3;1;453;239;214;3;40;21;3;37;281;32;33;3;453;99;162;12;6;157;6;10;99;13;349;190;159;0;21;9;0;34;229;23;30;3;932;473;459;9;46;39;9;62;498;102;127;40
201412;1011204;1;1;12;4;1;2474;1216;1258;32;117;223;53;226;1388;253;146;36;2474;433;922;132;52;462;74;231;592;141;1583;777;806;9;33;59;19;160;1029;155;95;24;6424;3199;3225;54;166;301;87;411;3047;879;1164;315
201412;1011301;1;1;13;1;1;1981;987;994;37;147;120;28;183;1291;93;76;6;1981;610;923;132;31;240;71;57;605;54;1411;701;710;12;45;38;9;150;1034;72;51;0;5597;2864;2733;75;325;252;52;378;3486;522;423;84
201412;1011302;1;1;13;2;1;4147;2076;2071;55;266;424;71;343;2738;171;64;15;4147;1561;1989;180;89;333;178;148;1288;122;2803;1392;1411;16;43;88;19;288;2160;113;61;15;12137;6193;5944;126;584;972;216;746;7631;998;680;184
201412;1011303;1;1;13;3;1;3181;1699;1482;40;193;220;48;367;2017;200;87;9;3181;865;1272;165;73;321;68;253;1038;156;2220;1187;1033;6;40;62;21;287;1605;137;53;9;8608;4531;4077;76;320;327;88;671;4726;863;1148;389
201412;1011304;1;1;13;4;1;2587;1256;1331;45;207;315;81;308;1348;173;77;33;2587;346;608;108;138;323;239;154;996;129;1579;751;828;9;51;80;29;214;1013;110;52;21;8424;3914;4510;56;309;457;120;580;3135;948;1873;946
201412;1011305;1;1;13;5;1;2074;1134;940;32;140;185;66;149;1283;117;93;9;2074;402;636;92;33;324;127;181;662;111;1324;765;559;6;49;40;23;85;978;74;66;3;7075;3582;3493;53;243;320;94;408;3265;725;1368;599
201412;1011306;1;1;13;6;1;2858;1419;1439;44;216;251;72;333;1693;168;75;6;2858;536;950;194;118;232;486;147;738;187;1787;898;889;3;39;44;27;261;1237;109;61;6;8616;4352;4264;85;371;388;127;604;4571;976;1174;320
201412;1011401;1;1;14;1;1;5446;2732;2714;98;434;475;114;485;3539;176;98;27;5446;2023;2648;256;311;479;123;247;1495;143;3931;1999;1932;33;148;176;58;408;2885;129;73;21;15235;7747;7488;197;908;1086;233;977;9958;984;681;211
201412;1011402;1;1;14;2;1;4101;2013;2088;78;370;309;25;277;2841;140;61;0;4101;1816;2293;200;34;274;83;106;1200;111;2811;1385;1426;15;95;65;7;224;2258;104;43;0;12666;6337;6329;190;845;851;139;603;8631;686;547;174
201412;1022101;1;2;21;1;1;1688;946;742;30;127;138;55;236;874;140;85;3;1688;202;731;290;103;81;154;295;221;103;1157;671;486;6;54;62;31;170;663;101;67;3;3390;1908;1482;42;154;171;75;487;1876;311;221;53
201412;1022102;1;2;21;2;1;3545;1941;1604;43;232;329;116;377;1943;259;220;26;3545;429;1173;360;242;130;569;555;654;222;2439;1343;1096;7;86;96;64;261;1503;208;195;19;6255;3437;2818;62;261;406;144;820;3415;561;472;114
201412;1022103;1;2;21;3;1;172;97;75;6;15;21;3;20;101;6;0;0;172;6;22;3;3;3;24;25;76;19;122;72;50;3;9;6;3;16;79;6;0;0;253;151;102;6;22;27;3;23;146;9;17;0
201412;1022104;1;2;21;4;1;8164;4311;3853;91;517;764;239;846;4401;734;506;66;8164;1159;2661;793;514;442;1562;902;1539;544;5091;2750;2341;18;88;134;86;566;3228;503;426;42;17806;9297;8509;159;752;1051;351;1964;9543;2003;1640;343
201412;1022105;1;2;21;5;1;2769;1455;1314;36;189;306;109;332;1400;227;155;15;2769;326;824;229;176;156;528;403;462;220;1647;857;790;9;27;52;32;209;1015;148;140;15;5105;2676;2429;49;229;355;139;623;2658;522;429;101
201412;1022106;1;2;21;6;1;4040;2068;1972;73;284;437;128;418;2119;333;218;30;4040;734;1319;294;311;352;456;527;830;245;2408;1280;1128;15;91;131;43;300;1482;186;142;18;11731;5801;5930;138;513;775;253;961;5807;1487;1398;399
201412;1022201;1;2;22;1;1;4784;2506;2278;63;320;470;154;536;2629;332;259;21;4784;766;1493;365;245;275;1085;426;826;434;2830;1488;1342;6;78;103;40;343;1816;213;213;18;10469;5521;4948;124;477;638;220;1257;5941;879;761;172
201412;1022202;1;2;22;2;1;924;464;460;12;61;152;51;123;406;42;68;9;924;69;127;37;22;43;363;163;100;106;466;237;229;3;3;24;15;66;263;30;59;3;1448;721;727;16;74;175;61;188;665;115;136;18
201412;1022203;1;2;22;3;1;3810;1913;1897;51;268;482;162;356;1838;298;305;50;3810;341;891;277;304;194;1074;546;414;387;2152;1068;1084;9;39;82;48;216;1254;203;260;41;6773;3439;3334;70;342;565;188;705;3246;670;759;228
201412;1022204;1;2;22;4;1;2119;1103;1016;24;142;179;60;243;1178;177;107;9;2119;450;891;240;51;200;270;195;393;119;1327;709;618;3;30;45;22;189;841;112;82;3;5826;2917;2909;51;245;341;102;504;2904;668;804;207
201412;1022205;1;2;22;5;1;1801;889;912;36;135;249;105;153;820;168;110;25;1801;122;353;155;142;296;331;283;268;128;946;483;463;12;36;75;37;102;494;99;72;19;3207;1628;1579;45;166;301;115;300;1361;384;418;117
201412;1022206;1;2;22;6;1;1145;590;555;21;91;133;32;95;602;85;67;19;1145;222;454;153;52;115;129;107;212;76;604;300;304;3;15;18;14;56;391;48;43;16;3060;1620;1440;33;140;217;52;220;1638;357;320;83
201412;1022207;1;2;22;7;1;2192;1136;1056;12;82;143;59;454;1123;180;111;28;2192;457;851;192;52;238;121;119;708;103;1515;804;711;3;16;31;15;394;871;92;78;15;5477;2800;2677;25;169;252;89;662;2373;668;902;337
201412;1033101;1;3;31;1;1;15137;8031;7106;243;1294;1987;654;1739;7371;1029;714;106;15137;1382;4386;1188;1240;644;4392;1512;1865;1098;9780;5264;4516;69;415;593;283;1176;5804;736;619;85;25947;13613;12334;331;1633;2345;789;3137;12945;2133;2067;567
201412;1033102;1;3;31;2;1;6813;3594;3219;120;510;865;294;775;3411;466;336;36;6813;620;1802;438;510;274;2331;668;665;563;4304;2328;1976;33;139;246;126;484;2614;332;300;30;11586;6013;5573;163;662;978;331;1329;6002;925;960;236
201412;1033201;1;3;32;1;1;8300;4244;4056;123;755;1358;415;789;3719;594;452;95;8300;470;1132;385;328;527;3302;1331;743;937;3842;1966;1876;12;87;177;124;407;2350;305;335;45;12885;6481;6404;145;865;1509;472;1261;5802;1181;1240;410
201412;1033202;1;3;32;2;1;5187;2601;2586;92;443;694;193;459;2552;392;313;49;5187;371;1059;457;233;404;1850;498;540;603;2511;1246;1265;15;48;93;49;269;1562;214;228;33;9697;4785;4912;116;532;825;235;796;4401;990;1318;484
201412;1033203;1;3;32;3;1;8440;4481;3959;123;697;1139;358;969;4117;539;431;67;8440;745;2120;665;586;429;2485;1157;1018;645;5131;2743;2388;41;176;285;143;633;3062;366;374;51;13891;7374;6517;158;821;1262;420;1609;7018;1162;1154;287
201412;1044101;1;4;41;1;1;8802;4761;4041;112;613;942;219;895;4716;776;489;40;8802;1013;2950;953;532;400;2233;675;1342;670;5504;3049;2455;31;157;230;82;584;3472;515;396;37;19903;10291;9612;164;862;1285;376;2094;9942;2196;2384;600
201412;1044102;1;4;41;2;1;5502;2895;2607;77;433;547;159;523;2887;491;331;54;5502;563;1925;836;371;225;1278;530;718;455;3282;1765;1517;15;104;143;69;357;2012;298;262;22;15792;7597;8195;126;662;882;290;1314;6844;1862;2643;1169
201412;1044103;1;4;41;3;1;3890;2089;1801;54;270;360;104;450;2177;267;193;15;3890;536;1266;345;189;238;828;377;709;283;2517;1385;1132;21;70;100;40;326;1599;178;168;15;8076;4325;3751;73;344;448;133;953;4572;775;643;135
201412;1044201;1;4;42;1;1;15194;8107;7087;208;1113;1990;623;1687;7632;997;826;118;15194;1338;3864;1047;1233;561;4478;1971;1869;1218;9649;5187;4462;44;341;572;275;1126;5825;684;699;83;23103;12184;10919;247;1271;2183;703;2936;11561;1829;1869;504
201412;1044202;1;4;42;2;1;9301;5151;4150;108;563;815;340;1378;5126;597;326;48;9301;1199;2936;828;463;363;1624;1189;2122;604;6435;3627;2808;39;168;214;158;1052;4092;410;275;27;16636;9071;7565;161;769;976;391;2344;9509;1360;924;202
201412;1044203;1;4;42;3;1;8962;4884;4078;125;615;975;292;971;4613;715;604;52;8962;970;2780;841;576;301;2642;839;1228;596;5913;3293;2620;34;151;262;132;660;3578;505;549;42;15985;8485;7500;162;768;1125;357;1746;8126;1511;1610;580
201412;11010101;11;1;1;1;2;34;21;13;0;0;3;0;6;22;3;0;0;34;6;15;3;6;6;3;0;4;0;16;12;4;0;0;0;0;0;16;0;0;0;560;345;215;0;19;40;13;40;260;99;74;15
201412;11010102;11;1;1;2;2;108;50;58;0;12;9;0;18;44;16;9;0;108;11;32;15;12;40;3;6;9;6;45;20;25;0;0;0;0;3;29;4;9;0;2562;1294;1268;18;97;208;46;106;1188;516;312;71
201412;11010103;11;1;1;3;2;93;59;34;0;3;15;7;6;52;7;0;3;93;3;18;6;0;44;0;0;21;10;31;21;10;0;0;0;0;6;25;0;0;0;1285;665;620;6;55;96;46;72;668;224;81;37
201412;11010204;11;1;2;4;2;1977;981;996;37;194;321;61;187;885;189;90;13;1977;25;335;170;113;783;35;61;549;101;911;451;460;10;57;82;21;100;543;67;31;0;8818;4365;4453;98;576;801;207;705;4237;1180;780;234
201412;11010205;11;1;2;5;2;1482;736;746;24;139;234;63;131;654;179;43;15;1482;33;244;119;66;631;36;62;321;122;644;320;324;6;34;37;15;60;408;75;6;3;6670;3372;3298;57;394;567;140;466;3133;1067;690;156
201412;11010206;11;1;2;6;2;818;395;423;9;69;104;35;90;341;114;41;15;818;36;186;55;19;334;27;26;179;47;397;189;208;3;19;28;17;57;215;49;9;0;5853;2773;3080;33;270;426;144;380;2610;1019;730;241
201412;11010207;11;1;2;7;2;832;412;420;15;82;88;40;49;415;98;36;9;832;33;255;141;36;338;27;27;106;43;362;181;181;6;24;19;16;21;239;25;9;3;6882;3216;3666;78;425;488;163;441;3220;971;707;389
201412;11010308;11;1;3;8;2;2177;1077;1100;44;230;341;77;163;1009;219;69;25;2177;87;254;103;178;895;53;61;598;138;906;452;454;10;49;73;30;72;576;87;9;0;10996;5414;5582;93;539;792;192;617;4475;2251;1551;486
201412;11010309;11;1;3;9;2;1823;926;897;30;189;266;89;169;837;165;69;9;1823;51;284;129;364;571;27;71;399;107;971;492;479;9;53;83;47;102;565;78;31;3;9551;4809;4742;109;504;856;243;622;4268;1553;1078;318
201412;11010310;11;1;3;10;2;456;200;256;9;45;65;15;33;216;55;6;12;456;15;74;22;34;179;9;3;126;31;186;75;111;6;3;6;9;24;114;15;0;9;5237;2588;2649;39;212;310;64;263;2103;1230;850;166
201412;11020411;11;2;4;11;2;972;508;464;42;102;103;31;133;465;61;29;6;972;49;235;87;89;197;41;83;297;30;642;348;294;20;43;46;9;112;369;21;22;0;7779;3914;3865;106;370;475;146;531;3315;1264;1293;279
201412;11020412;11;2;4;12;2;787;385;402;12;86;133;22;70;353;75;30;6;787;36;131;40;22;287;43;25;240;39;361;184;177;0;16;31;9;33;228;35;9;0;6088;2870;3218;45;283;439;121;312;2417;981;1094;396
201412;11020513;11;2;5;13;2;185;84;101;3;24;26;9;10;82;28;0;3;185;29;89;18;0;49;0;3;41;3;83;34;49;0;6;3;6;4;46;15;0;3;3390;1645;1745;33;185;275;75;131;1457;475;534;225
201412;11020514;11;2;5;14;2;1069;569;500;30;135;152;42;95;522;60;27;6;1069;84;248;82;171;248;23;112;252;15;809;423;386;12;93;116;30;79;422;36;18;3;8286;3995;4291;100;432;508;143;524;4299;864;1008;408
201412;11020515;11;2;5;15;2;2633;1278;1355;42;296;403;116;231;1273;180;77;15;2633;96;477;179;131;792;48;118;950;117;1444;697;747;14;74;134;63;141;895;86;37;0;14317;6848;7469;131;703;1041;328;912;5903;1995;2698;606
201412;11020516;11;2;5;16;2;288;142;146;6;28;60;7;21;129;31;6;0;288;15;81;48;12;37;6;14;113;25;118;63;55;0;9;12;0;15;64;12;6;0;3705;1834;1871;39;156;238;65;137;1700;619;572;179
201412;11030617;11;3;6;17;2;1622;796;826;31;201;229;46;167;792;99;43;14;1622;61;196;76;169;420;80;255;441;61;956;455;501;12;73;88;31;116;559;58;12;7;6124;2917;3207;52;288;350;83;470;2392;542;1541;406
201412;11030618;11;3;6;18;2;3128;1541;1587;42;288;375;85;414;1592;198;113;21;3128;154;556;182;188;1001;89;305;872;117;1735;851;884;15;78;119;36;270;1093;82;39;3;15750;7583;8167;106;648;859;252;1106;6441;1805;3556;977
201412;11030619;11;3;6;19;2;2535;1254;1281;39;222;271;86;318;1264;216;82;37;2535;179;502;151;97;818;59;95;820;144;1359;663;696;11;43;78;33;223;824;113;27;7;10596;5155;5441;99;463;656;196;871;4311;1049;2300;651
201412;11030720;11;3;7;20;2;3084;2116;968;27;194;187;42;675;1740;176;36;7;3084;285;1358;489;355;233;31;386;696;25;2816;1954;862;21;155;144;30;629;1658;155;24;0;5128;3181;1947;37;246;242;60;978;2672;406;227;260
201412;11030721;11;3;7;21;2;3754;2161;1593;65;259;321;122;433;2100;328;99;27;3754;452;1490;535;271;612;107;214;925;135;2429;1464;965;9;64;100;88;347;1566;201;45;9;21946;11077;10869;259;1049;1135;298;1505;12139;2139;2311;1111
201412;11030824;11;3;8;24;2;2881;1465;1416;42;226;293;91;483;1454;189;78;25;2881;129;528;196;365;811;87;167;813;110;1671;858;813;12;68;71;36;347;1016;79;30;12;10004;4950;5054;90;434;633;215;985;4325;1001;1902;419
201412;11040925;11;4;9;25;2;588;302;286;10;43;60;10;76;356;21;12;0;588;163;292;66;27;55;36;12;154;12;357;176;181;0;6;9;0;55;269;15;3;0;3553;1841;1712;59;276;320;61;228;2344;178;78;9
201412;11040926;11;4;9;26;2;4156;2163;1993;89;355;412;93;478;2316;315;89;9;4156;529;1494;472;263;802;102;162;1186;147;2588;1379;1209;28;90;116;55;336;1738;176;43;6;27214;13641;13573;298;1321;1406;381;2043;15139;2816;2867;943
201412;11041022;11;4;10;22;2;1173;630;543;22;116;124;31;140;606;92;30;12;1173;85;405;93;98;301;16;43;261;49;731;406;325;9;57;57;12;90;450;42;14;0;5088;2571;2517;42;185;223;53;438;2152;503;1105;387
201412;11041023;11;4;10;23;2;1474;745;729;34;164;188;60;165;693;121;27;22;1474;47;194;88;157;545;39;77;380;82;785;393;392;15;60;50;28;94;461;67;3;7;5902;2918;2984;63;357;423;129;453;2469;792;890;326
201412;11041027;11;4;10;27;2;514;265;249;9;58;79;22;36;235;41;24;10;514;34;143;28;58;193;16;16;69;19;298;157;141;3;25;43;16;18;158;26;6;3;2738;1367;1371;30;130;191;55;204;1204;374;375;175
201412;11041128;11;4;11;28;2;4431;2188;2243;69;352;527;142;764;2077;318;147;35;4431;190;856;295;335;1367;137;341;1192;203;2663;1345;1318;25;105;177;67;587;1471;154;68;9;24697;11565;13132;163;870;1304;380;1857;8908;2728;6219;2268
201412;11051229;11;5;12;29;2;432;206;226;15;62;54;9;27;229;12;18;6;432;126;207;36;12;53;15;6;118;21;208;97;111;0;6;6;3;21;148;6;15;3;3420;1736;1684;75;314;337;53;106;1812;307;302;114
201412;11051330;11;5;13;30;2;1225;672;553;19;54;69;12;319;697;36;19;0;1225;155;416;128;18;253;51;56;401;30;868;488;380;3;3;9;9;270;549;15;10;0;8240;4007;4233;107;445;527;159;741;4331;798;796;336
201412;11051331;11;5;13;31;2;738;368;370;12;72;110;31;54;368;60;21;10;738;106;280;86;46;260;15;21;77;39;357;186;171;0;9;24;9;30;233;30;18;4;9595;4568;5027;93;510;783;226;420;4312;1171;1548;532
201412;11051332;11;5;13;32;2;608;297;311;10;86;134;18;46;251;45;12;6;608;112;270;100;3;165;15;12;128;15;263;120;143;0;9;15;6;40;157;24;12;0;6491;3137;3354;95;570;743;175;256;3143;621;611;277
201412;12103115;12;10;31;15;2;2719;1365;1354;46;211;299;103;240;1376;268;161;15;2719;136;740;385;185;180;718;269;396;231;1489;755;734;15;45;60;46;150;923;137;104;9;7449;3655;3794;70;337;472;165;683;3391;905;1044;382
201412;12103116;12;10;31;16;2;3668;1913;1755;64;303;514;163;350;1850;262;147;15;3668;216;1006;455;326;168;1106;298;431;333;1963;1011;952;13;60;98;59;215;1260;142;110;6;9180;4613;4567;101;460;748;271;853;4425;979;1004;339
201412;12103117;12;10;31;17;2;4503;2320;2183;72;415;533;161;502;2185;393;219;23;4503;263;1389;666;407;202;1123;433;498;451;2567;1383;1184;21;89;141;83;308;1483;253;173;16;10039;5062;4977;95;552;751;259;989;4628;1151;1266;348
201412;12103218;12;10;32;18;2;4757;2371;2386;87;443;611;196;421;2295;415;251;38;4757;307;1310;695;344;243;1334;386;630;510;2376;1149;1227;19;80;133;71;243;1404;220;181;25;13017;6252;6765;143;639;919;356;1128;5551;1496;1988;797
201412;12103219;12;10;32;19;2;3033;1547;1486;61;261;374;100;284;1475;270;181;27;3033;218;840;397;221;128;830;282;373;359;1548;794;754;13;55;78;32;166;901;148;143;12;8551;4049;4502;82;387;565;174;731;3525;1043;1396;648
201412;12103220;12;10;32;20;2;1075;549;526;9;88;107;34;61;546;136;79;15;1075;93;435;276;82;72;196;62;140;88;492;246;246;0;19;19;7;31;295;60;55;6;4588;2201;2387;24;167;228;91;322;1967;653;844;292
201412;12214125;12;21;41;25;2;1540;857;683;27;117;184;77;106;797;116;107;9;1540;160;504;208;111;95;268;100;274;188;730;463;267;9;21;36;12;46;481;51;68;6;7005;3713;3292;62;290;430;199;486;3021;955;1255;307
201412;12214126;12;21;41;26;2;2259;1072;1187;39;167;279;85;180;1051;281;140;37;2259;207;692;329;138;385;477;132;180;255;952;444;508;3;16;41;24;98;554;119;79;18;7551;3547;4004;81;327;566;172;564;3080;974;1363;424
201412;12214421;12;21;44;21;2;766;401;365;4;72;100;25;77;397;50;35;6;766;79;354;199;27;38;110;37;140;60;414;212;202;0;15;16;13;51;264;24;25;6;2603;1299;1304;22;124;190;40;194;1203;302;396;132
201412;12214422;12;21;44;22;2;3991;2073;1918;79;330;588;147;413;1856;361;181;36;3991;392;1242;489;375;467;805;333;394;375;2051;1073;978;19;100;159;49;238;1188;177;106;15;7688;3871;3817;101;427;745;207;790;3400;805;1004;209
201412;12214423;12;21;44;23;2;1795;904;891;21;133;218;77;141;854;215;121;15;1795;124;589;321;108;258;417;75;146;202;809;417;392;9;18;37;15;88;500;89;50;3;5534;2656;2878;36;211;334;118;398;2126;734;1248;329
201412;12214424;12;21;44;24;2;4514;2333;2181;85;412;565;190;444;2193;381;229;15;4514;323;1427;549;534;286;938;480;499;350;2662;1398;1264;24;158;199;96;274;1498;226;178;9;10325;5171;5154;118;567;770;271;934;4693;1269;1354;349
201412;12214527;12;21;45;27;2;1776;876;900;29;103;212;62;122;878;197;152;21;1776;274;652;242;85;87;350;91;341;170;931;468;463;4;15;36;13;74;543;112;113;21;10380;4752;5628;85;311;545;201;613;4139;1329;2238;919
201412;12214528;12;21;45;28;2;68;38;30;0;6;7;12;12;19;6;6;0;68;16;25;9;4;3;3;0;30;3;27;15;12;0;0;3;12;3;3;3;3;0;253;121;132;3;9;10;22;65;98;18;28;0
201412;12224229;12;22;42;29;2;666;344;322;0;45;127;54;40;276;61;57;6;666;151;304;96;25;55;61;30;121;70;252;130;122;0;3;6;21;18;129;28;41;6;6013;2958;3055;31;204;492;217;301;2040;926;1479;323
201412;12224230;12;22;42;30;2;1842;852;990;22;164;270;100;131;743;246;138;28;1842;391;796;275;67;126;232;73;362;186;699;318;381;0;13;32;12;58;362;107;99;16;17860;8744;9116;97;718;1457;562;1031;6341;2915;3805;934
201412;12231101;12;23;11;1;2;1693;818;875;15;116;265;101;111;719;204;143;19;1693;404;792;269;80;103;106;54;399;159;756;367;389;0;9;52;17;66;402;91;100;19;16287;7783;8504;81;623;1288;510;908;5631;2424;3838;984
201412;12231102;12;23;11;2;2;1698;774;924;19;162;280;93;86;665;216;143;34;1698;423;819;223;69;137;113;50;362;148;643;274;369;3;12;6;12;48;337;100;101;24;16686;8004;8682;94;711;1546;577;840;5513;2321;3967;1117
201412;12301203;12;30;12;3;2;3529;1904;1625;55;305;462;138;372;1639;359;181;18;3529;259;1020;510;520;293;568;388;527;213;2111;1139;972;20;164;203;61;249;1084;177;141;12;14476;7308;7168;117;562;961;326;1144;5650;1894;2857;965
201412;12301204;12;30;12;4;2;1144;548;596;24;90;153;62;107;508;118;66;16;1144;191;420;157;15;84;189;81;239;116;490;233;257;3;21;31;13;51;280;43;32;16;6167;2944;3223;53;237;445;234;462;2256;898;1227;355
201412;12301205;12;30;12;5;2;703;374;329;6;58;118;36;49;312;76;42;6;703;162;347;124;12;56;72;45;116;55;269;145;124;0;3;12;6;31;154;33;24;6;4825;2314;2511;27;201;406;145;304;1797;691;953;301
201412;12301206;12;30;12;6;2;620;319;301;6;55;112;19;28;265;86;40;9;620;98;261;128;28;50;83;12;98;88;214;111;103;0;0;15;3;6;120;30;31;9;4969;2451;2518;19;194;411;143;313;1792;817;1066;214
201412;12302107;12;30;21;7;2;999;500;499;9;56;129;63;103;464;106;66;3;999;83;224;84;46;51;341;81;103;153;400;191;209;3;12;6;13;46;226;40;51;3;3005;1457;1548;15;89;214;103;253;1086;430;662;153
201412;12302108;12;30;21;8;2;4961;2429;2532;87;519;939;265;418;2098;394;197;44;4961;248;1467;949;305;542;1162;443;635;407;2168;1033;1135;21;112;205;79;232;1258;132;114;15;13526;6386;7140;129;788;1538;513;1001;4614;1482;2701;760
201412;12302109;12;30;21;9;2;5177;2569;2608;108;566;943;275;399;2200;405;227;54;5177;353;1409;792;343;565;1183;469;791;417;2598;1239;1359;30;149;288;125;261;1444;156;124;21;11183;5378;5805;147;819;1332;416;900;4158;1142;1742;527
201412;12302110;12;30;21;10;2;4975;2462;2513;78;579;944;279;430;2111;398;127;29;4975;300;1152;690;311;733;1097;588;681;413;2430;1197;1233;17;178;294;121;270;1292;175;71;12;9957;4775;5182;109;743;1304;429;884;3764;1020;1371;333
201412;12302211;12;30;22;11;2;728;380;348;3;31;94;37;73;323;103;58;6;728;81;256;122;60;55;152;24;118;63;303;160;143;0;0;16;9;24;163;43;45;3;3280;1612;1668;12;69;186;77;232;1161;484;839;220
201412;12302212;12;30;22;12;2;1820;936;884;30;184;312;89;143;822;168;57;15;1820;192;668;368;144;154;301;182;251;120;862;431;431;6;49;72;29;81;515;74;33;3;5472;2719;2753;57;333;636;209;443;2154;558;878;204
201412;12304313;12;30;43;13;2;1110;541;569;15;88;104;42;85;568;125;77;6;1110;158;528;234;79;49;148;54;180;72;634;320;314;3;25;25;12;54;378;75;56;6;6452;3182;3270;41;218;351;133;486;2908;887;1135;293
